,relevant_sentences,sent_count_x,rel_match_all,sent_count_y,company_label,company_index,sent_index,label
398,Purchasing 100% renewable electricity in North America by 2020 and globally by 2030.,13,• Purchasing 100% renewable electricity in North America by 2020 and globally by 2030.,14,PandG,0029,0298,rel
399,Environmental Resource and Waste Summary,5,"Environmental Sustainability Message from Virginie Helias 2020 Environmental Goals Progress Environmental Progress versus 2010 Baseline BRANDS Brand 2030 Ambitious Packaging Goals New Packaging that Changes the Game Reclaiming Plastic and Giving it a New Life Loop Tests Refillable, Reusable Packaging Closing in on Our 2020 Packaging Goals Responsible Consumption for Energy Savings Water-Efficient Products Trust and Transparency at the Core SUPPLY CHAIN Supply Chain Climate Responsible Forestry Palm Oil Water Waste SOCIETY Creating Circular Economies Keeping Plastic Waste out of the Environment Responsible Consumption Protecting Water for People and Nature Reinventing Water for Urban Living EMPLOYEES Employees Tracking Our Progress Awards and Recognitions Environmental Resource and Waste Summary Global Measurement and Additional Operational Data 10 ENVIRONMENTAL SUSTAINABILITY",117,PandG,0029,0053,rel
400,We’ve announced both our science-based target to reduce our absolute emissions by 25% by 2030 against a 2015 baseline and an ambition to be net zero carbon by 2050.,29,We’ve announced both our science-based target to reduce our absolute emissions by 25% by 2030 against a 2015 baseline and an ambition to be net zero carbon by 2050.,29,CocaCola,0032,0621,rel
401,10-15% of our emissions come from manufacturing.,7,Investments in Renewable Energy for Manufacturing Approximately 10-15% of our emissions come from manufacturing.,14,CocaCola,0032,0633,rel
402,"Renewable energy use as a percentage of total electricity for the system was 12% in 2021.1 Because packaging accounts for almost one-third of our overall carbon footprint, virtually everything we do toward our World Without Waste initiative also helps to achieve our science-based target.",44,"Innovations in Packaging Design & Increasing Collection Rates Because packaging accounts for almost one-third of our overall carbon footprint, virtually everything we do toward our World Without Waste initiative also helps to achieve our science-based target.",36,CocaCola,0032,0640,rel
403,"In December 2021, the Coca-Cola system in Europe announced a goal to reach net zero by 2040 across all European markets, covering the entire European value chain, building on net zero and science-based targets set by The Coca-Cola Company’s two leading bottling partners in Europe, Coca-Cola Europacific Partners and Coca-Cola HBC.",51,"In December 2021, the Coca-Cola system in Europe announced a goal to reach net zero by 2040 across all European markets, covering the entire European value chain, building on net zero and science-based targets set by The Coca-Cola Company’s two leading bottling partners in Europe, Coca-Cola Europacific Partners and Coca-Cola HBC.",51,CocaCola,0032,0672,rel
404,This effort seeks a reduction of 2.5 million tons of CO2 equivalent annually in Europe by 2030 compared to 2015—a reduction of 30%.,23,This effort seeks a reduction of 2.5 million tons of CO2 equivalent annually in Europe by 2030 compared to 2015—a reduction of 30%.,23,CocaCola,0032,0673,rel
405,"In India, SLMG Beverages Private Limited—our largest franchise bottling partner in India—is working toward maximizing use of solar energy in its operations through investments and installation of solar panels across its facilities.",32,"Executive Summary The Coca-Cola Company 2021 Business & ESG Report 59 CEO Message Agriculture Portfolio Data Appendix Our Company People Packaging Frameworks Water Climate Operations Investing in Solar in India In India, SLMG Beverages Private Limited—our largest franchise bottling partner in India—is working toward maximizing use of solar energy in its operations through investments and installation of solar panels across its facilities.",62,CocaCola,0032,0931,rel
406,"The company, which has seven state-of-the-art plants and a strong network of 1,500+ distributors in the country, met 22% of its electricity requirement in 2021 through solar energy.",28,"The company, which has seven state-of-the-art plants and a strong network of 1,500+ distributors in the country, met 22% of its electricity requirement in 2021 through solar energy.",28,CocaCola,0032,0932,rel
407,Greenhouse Gas Emissions & Waste,5,"Executive Summary The Coca-Cola Company 2021 Business & ESG Report 2 CEO Message Agriculture Portfolio Data Appendix Our Company People Packaging Frameworks Water Operations Climate Chairman & CEO Message 3 Board of Directors 5 Executive Summary 6 Our Company At a Glance 10 How We Operate 11 Financial Highlights 12 Building a Total Beverage Company 13 Accelerating Innovation Across Our Portfolio 14 Encouraging Collective Action 15 Governance & Management 16 Our Priority Environmental, Social & Governance (ESG) Issues 18 Stakeholder Engagement & Partnerships 19 Spotlight Story: Driving Change Through Public Policy 20 Water Leadership 21 Spotlight Story: Protecting Water and Building Climate Resilience in Guatemala 27 Our Total Beverage Portfolio 28 Packaging: World Without Waste 32 Climate 38 Sustainable Agriculture 42 People & Communities 46 Respecting Human Rights 47 Spotlight Story: Using Technology to Better Manage Risks and Empower Workers 49 Economic Empowerment 50 Employee Safety & Health 51 Diversity, Equity & Inclusion 52 Giving Back to Communities 56 Spotlight Story: Getting COVID-19 Vaccines to Go the “Last Mile” in Africa and Beyond 57 Operations Highlights 58 Asia Pacific 59 Europe, Middle East & Africa 60 Latin America 61 North America 62 Global Ventures/Bottling Investments Group 63 About This Report 64 Data Appendix 65 Financial & Portfolio Data 66 Packaging 72 Water 73 Greenhouse Gas Emissions & Waste 74 Workplace, Safety & Giving Back 76 Human Rights & Agriculture 79 Assurance Statement 80 Reporting Frameworks & Sustainable Development Goals (SDGs) 85 We make brands and products that people love, while building a more sustainable future for our business and for the planet.",262,CocaCola,0032,0004,rel
408,"The above are supportive of our progress toward long- term, 2030 targets to: – Reduce absolute Scope 1 & Scope 2 emissions by 55%1 – Reduce absolute Scope 3 emissions by 18%1 – Achieve 100% renewable electricity – Reduce waste sent to landfill by 25% – Achieve 100% water neutrality each year",52,"The above are supportive of our progress toward long- term, 2030 targets to: – Reduce absolute Scope 1 & Scope 2 emissions by 55%1 – Reduce absolute Scope 3 emissions by 18%1 – Achieve 100% renewable electricity – Reduce waste sent to landfill by 25% – Achieve 100% water neutrality each year Enhance analytic and surveillance infrastructure that supports the financial viability of our supplier base and trade partners.",69,Altria_2021,0033,0238,rel
409,Walmart has committed to science-based targets (SBTs) for emissions reduction—including achieving a 35% reduction in absolute scopes 1 & 2 emissions by 2025 and a 65% reduction by 2030 (vs. 2015 base year)—on the way to achieving zero emissions in our operations by 2040.,44,MITIGATION Walmart has committed to science-based targets (SBTs) for emissions reduction—including achieving a 35% reduction in absolute scopes 1 & 2 emissions by 2025 and a 65% reduction by 2030 (vs. 2015 base year)—on the way to achieving zero emissions in our operations by 2040.,45,Walmart,0034,0261,rel
410,"We are also committed to engaging suppliers through Project Gigaton™, an ambitious effort to reduce or avoid one billion metric tons (a gigaton) of GHG emissions in the global value chain by 2030.",33,"We are also committed to engaging suppliers through Project Gigaton™, an ambitious effort to reduce or avoid one billion metric tons (a gigaton) of GHG emissions in the global value chain by 2030.",33,Walmart,0034,0262,rel
411,"We achieved a 17.5% reduction in combined scopes 1 and 2 emissions between our 2015 calendar year baseline and 2020.39 To continue our progress, we are focused on renewable energy procurement, energy efficiency, refrigeration, transportation and stationary fuels.",38,"To continue our progress, we are focused on renewable energy procurement, energy efficiency, refrigeration, transportation and stationary fuels.",18,Walmart,0034,0264,rel
412,"In fiscal 2020, we achieved Net Zero Scope 1 and Scope 2 emissions and sourced 100% renewable electricity globally for our direct operations—commitments that we met again in fiscal 2021* and intend to maintain moving forward.",36,"In fiscal 2020, we achieved Net Zero Scope 1 and Scope 2 emissions and sourced 100% renewable electricity globally for our direct operations—commitments that we met again in fiscal 2021* and intend to maintain moving forward.",36,EsteeLauder,0035,0809,rel
413,GOALS: Reduce absolute Scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year.,17,PROGRESS TOWARD OUR GOALS GOALS: Reduce absolute Scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year.,21,EsteeLauder,0035,0830,rel
414,"* In fiscal 2021, we continued to make progress toward our Scope 1 and 2 emissions reduction target through a portfolio of climate solutions, including on-site renewables, energy efficiency projects, green utility contracts, and renewable energy credits.",37,"* In fiscal 2021, we continued to make progress toward our Scope 1 and 2 emissions reduction target through a portfolio of climate solutions, including on-site renewables, energy efficiency projects, green utility contracts, and renewable energy credits.",37,EsteeLauder,0035,0831,rel
415,"Reduce Scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution, and business travel by 60% per unit revenue over the same time frame.",27,"Reduce Scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution, and business travel by 60% per unit revenue over the same time frame.",27,EsteeLauder,0035,0832,rel
416,"To address Scope 1 and 2 emissions, we pursue energy efficiency and on-site/off-site renewable energy.",15,"To address Scope 1 and 2 emissions, we pursue energy efficiency and on-site/off-site renewable energy.",15,EsteeLauder,0035,0841,rel
417,"For transportation and distribution-related emissions (Scope 3), we are focusing on improving data quality to enable better decision making and maximize efficiency.",22,"For transportation and distribution-related emissions (Scope 3), we are focusing on improving data quality to enable better decision making and maximize efficiency.",22,EsteeLauder,0035,0842,rel
418,"We are party to a Virtual Power Purchase Agreement (VPPA) for 22 megawatts (MW) of wind power from the Ponderosa wind farm in Oklahoma, United States.",26,"INVESTING IN WIND ENERGY We are party to a Virtual Power Purchase Agreement (VPPA) for 22 megawatts (MW) of wind power from the Ponderosa wind farm in Oklahoma, United States.",30,EsteeLauder,0035,0874,rel
419,"The Ponderosa wind farm generated more than 57,700 megawatt hours (MWh) of power in fiscal 2021.",16,"The Ponderosa wind farm generated more than 57,700 megawatt hours (MWh) of power in fiscal 2021.",16,EsteeLauder,0035,0876,rel
420,"As of fiscal 2021, our total solar capacity is 5.7 MW.",11,"As of fiscal 2021, our total solar capacity is 5.7 MW.",11,EsteeLauder,0035,0882,rel
421,"During the fiscal year, we generated more than 5,000 MWh of solar energy, which is equivalent to the amount of carbon sequestered by 4,300 acres of U.S. forests in one year.",31,"During the fiscal year, we generated more than 5,000 MWh of solar energy, which is equivalent to the amount of carbon sequestered by 4,300 acres of U.S. forests in one year.",31,EsteeLauder,0035,0883,rel
422,We also purchase renewable energy credits (RECs) to offset emissions from electricity use.,13,We also purchase renewable energy credits (RECs) to offset emissions from electricity use.,13,EsteeLauder,0035,0885,rel
423,"In fiscal 2021, Aveda launched carbon-neutral shipping in the United States, procuring enough carbon emissions offset credits to cover online delivery emissions to consumers.",24,"In fiscal 2021, Aveda launched carbon-neutral shipping in the United States, procuring enough carbon emissions offset credits to cover online delivery emissions to consumers.",24,EsteeLauder,0035,0933,rel
424,ENERGY Reduction of energy consumption due to conservation and efficiency measures 19 5.0*,13,"104 FY21 FY21 FY20 FY20 FY19 FY19 ENERGY (THOUSAND MWH) Amounts may not sum due to rounding Total energy consumption within the organization20 289.6* 289.0 299.3 Total fuel consumption, by source 21 128.7* 129.8 137.9 Non-renewable 123.9* 128.4 136.8 Renewable 4.8* 1.6 1.1 Total electricity consumption, by source 22 160.9* 159.2 161.4 Non-renewable 0.0* 0.0 54.8 Renewable 160.9* 159.2 106.6 Energy intensity (MWh normalized to net sales) 17.9* 20.2 20.1 % Global energy sourced from renewable energy 57.2%* 55.6% 36.0% Reduction of energy consumption due to conservation and efficiency measures 19 5.0* 2.3 2.6 % Renewable electricity 100% 100% 66% FY21 FY21 FY20 FY20 FY19 FY19 WASTE 23 (THOUSAND METRIC TONS) Amounts may not sum due to rounding Total hazardous waste, by disposal method 1.4 1.3 1.1 Recycling 0.02 0.01 n/a Recovery, including energy recovery 1.3 1.3 n/a Landfill 0 0 n/a Incineration 0.03 0.01 n/a Other treatment method 24 <0.01 <0.01 n/a Total non-hazardous waste, by disposal method 30.8 29.5 31.0 Reuse 4.3 4.4 4.5 Recycling 14.7 15.1 17.0 Composting 0.02 0.03 0.01 Recovery, including energy recovery 11.7 9.9 9.5 Landfill 25 <0.01 <0.01 0 20.",187,EsteeLauder,0035,1439,rel
425,"We pledged to put McDonald’s on the path to net zero emissions by 2050,",14,"We pledged to put McDonald’s on the path to net zero emissions by 2050, and are working with partners to define a science-based framework that will guide the future evolution of our existing targets.",34,McDonalds,0036,0004,rel
426,"By 2030, we aim to partner with Franchisees to reduce GHG emissions related to McDonald’s restaurants and offices by 36% from a 2015 base year.",25,"Goal Progress By 2030, we aim to partner with Franchisees to reduce GHG emissions related to McDonald’s restaurants and offices by 36% from a 2015 base year.",27,McDonalds,0036,0333,rel
427,"Once all 2019–2021 transacted U.S. renewable energy projects are online, the energy generated is expected to be equivalent to over 8,000 U.S. restaurants’ worth of electricity and contribute to a 22% reduction from the 2015 baseline.",36,"Once all 2019–2021 transacted U.S. renewable energy projects are online, the energy generated is expected to be equivalent to over 8,000 U.S. restaurants’ worth of electricity and contribute to a 22% reduction from the 2015 baseline.",36,McDonalds,0036,0336,rel
428,"By 2030, we aim to reduce emissions intensity (per metric ton of food and packaging) by 31% across our supply chain from the 2015 baseline.",25,"By 2030, we aim to reduce emissions intensity (per metric ton of food and packaging) by 31% across our supply chain from the 2015 baseline.",25,McDonalds,0036,0337,rel
429,"CLIMATE AND ENERGY: Our global approach to reducing our climate impact includes a balanced portfolio of emissions-reduction activities focused on reducing our energy consumption and expense, investing in energy efficiency projects, and sourcing low-carbon and renewable energy sources for our direct operations.",42,"CLIMATE AND ENERGY: Our global approach to reducing our climate impact includes a balanced portfolio of emissions-reduction activities focused on reducing our energy consumption and expense, investing in energy efficiency projects, and sourcing low-carbon and renewable energy sources for our direct operations.",42,TJX,0037,0621,rel
430,We have also purchased a limited amount of carbon offsets for our Canadian division that support forest conservation projects.,19,We have also purchased a limited amount of carbon offsets for our Canadian division that support forest conservation projects.,19,TJX,0037,0622,rel
431,"In fiscal 2021, we set a long-term global goal to reduce GHG emissions from our direct operations by 55% by fiscal 2030 against a baseline year of fiscal 2017.",29,"Business Governance Appendix FY21 KEY HIGHLIGHTS GLOBAL CORPORATE TARGET In fiscal 2021, we set a long-term global goal to reduce GHG emissions from our direct operations by 55% by fiscal 2030 against a baseline year of fiscal 2017.",38,TJX,0037,0629,rel
432,"CO2e Emissions Reductions: Energy efficiency measures that result in carbon reductions and cost savings ~7,700 metric tons of CO2e saved",20,"Business Governance Appendix We are proud to be recognized and/or certified by the following organizations: Carbon Trust Standard CDP: TJX received a score FTSE4Good Index Series of A- on the CDP 2021 Climate Response survey FleetSmart EPA’s SmartWay High Performer RESULTS OF GLOBAL KEY METRICS89 METRIC FY17 FY18 FY19 FY20 FY215 Carbon Footprint:11 The calculated environmental impact of our business operations ~778,000 metric tons of CO2e ~784,000 metric tons of CO2e ~783,000 metric tons of CO2e ~760,000 metric tons of CO2e ~642,000 metric tons of CO2e CO2e Emissions Reductions: Energy efficiency measures that result in carbon reductions and cost savings ~17,500 metric tons of CO2e saved ~19,500 metric tons of CO2e saved ~23,900 metric tons of CO2e saved ~16,000 metric tons of CO2e saved ~7,700 metric tons of CO2e saved GHG Emissions Reductions:12 Reduction of GHG emissions from our direct operations against a baseline year of fiscal 2017 8.6% 14.3% 16.9% 32.3% Reporting: Scoring for our voluntary disclosure of environmental data to CDP B A- B A- A-",168,TJX,0037,0633,rel
433,"Carbon Reductions: Together energy management and renewable and low carbon efforts resulted in a reduction of over 154,000 metric tons of CO2e from our operations saving an estimated $1.7 million.",30,"Carbon Reductions: Together energy management and renewable and low carbon efforts resulted in a reduction of over 154,000 metric tons of CO2e from our operations saving an estimated $1.7 million.",30,TJX,0037,0669,rel
434,"About 26%, or over 400 million kilowatt hours, of our global electricity use comes from renewable or low-carbon energy sources.",20,"About 26%, or over 400 million kilowatt hours, of our global electricity use comes from renewable or low-carbon energy sources.",20,TJX,0037,0670,rel
435,"/ TJX purchased 29,000 megawatt hours more renewable and low-carbon energy including renewable energy certificates (RECs), onsite solar power purchase agreements (PPAs), and utility-supplied renewable energy in fiscal 2021 than in fiscal 2020.",33,"/ TJX purchased 29,000 megawatt hours more renewable and low-carbon energy including renewable energy certificates (RECs), onsite solar power purchase agreements (PPAs), and utility-supplied renewable energy in fiscal 2021 than in fiscal 2020.",33,TJX,0037,0672,rel
436,"We estimate that the incremental increase in renewable purchases decreased metric tons of CO2e by 2.3%, approximately 15,400 metric tons of CO2e.",22,"We estimate that the incremental increase in renewable purchases decreased metric tons of CO2e by 2.3%, approximately 15,400 metric tons of CO2e.",22,TJX,0037,0673,rel
437,TJX Canada was carbon neutral for its Scope 1 and 2 and reported Scope 3 (business travel and waste) emissions from operations for its third consecutive year.,27,Canada Highlights: TJX Canada was carbon neutral for its Scope 1 and 2 and reported Scope 3 (business travel and waste) emissions from operations for its third consecutive year.,29,TJX,0037,0681,rel
438,The regional team reduced energy usage and purchased renewable energy credits as well as carbon offsets to support this strategy.,20,The regional team reduced energy usage and purchased renewable energy credits as well as carbon offsets to support this strategy.,20,TJX,0037,0682,rel
439,"Through its regional energy and climate strategy, TJX Canada avoided or offset over 35,500 metric tons of CO2e calculated for its fiscal 2021 GHG inventory.",25,"Through its regional energy and climate strategy, TJX Canada avoided or offset over 35,500 metric tons of CO2e calculated for its fiscal 2021 GHG inventory.",25,TJX,0037,0683,rel
440,"Conserving Energy: In fiscal 2021, TJX Canada continued to implement technologies, like LED lighting and HVAC replacements, which reduced our GHG inventory by over 739,000 kilowatt hours.",27,"Here’s how TJX Canada achieved these results: / Conserving Energy: In fiscal 2021, TJX Canada continued to implement technologies, like LED lighting and HVAC replacements, which reduced our GHG inventory by over 739,000 kilowatt hours.",35,TJX,0037,0685,rel
441,"Renewable Energy: TJX Canada has purchased wind energy since fiscal 2017, which reduces its annual Scope 2 market-based emissions by about 83% annually and its total market-based emissions by about 47%.",31,"/ Renewable Energy: TJX Canada has purchased wind energy since fiscal 2017, which reduces its annual Scope 2 market-based emissions by about 83% annually and its total market-based emissions by about 47%.",32,TJX,0037,0686,rel
442,Conserving Energy: Installing LED lighting in new and remodeled stores and processing centers.,13,Here’s how TJX Europe achieved these results: / Conserving Energy: / Installing LED lighting in new and remodeled stores and processing centers.,22,TJX,0037,0697,rel
443,"In fiscal 2021, LED lighting was installed across 32 stores in the U.K. resulting in a savings of 37% and more than 1.6 million kilowatt hours.",26,"In fiscal 2021, LED lighting was installed across 32 stores in the U.K. resulting in a savings of 37% and more than 1.6 million kilowatt hours.",26,TJX,0037,0698,rel
444,Renewable Energy: TJX Europe expanded its renewable energy sourcing strategy to include the U.K. operations and purchased an additional 90 million kilowatt hours of energy made from renewable sources in fiscal 2021 compared to fiscal 2020.,36,/ Renewable Energy: / TJX Europe expanded its renewable energy sourcing strategy to include the U.K. operations and purchased an additional 90 million kilowatt hours of energy made from renewable sources in fiscal 2021 compared to fiscal 2020.,38,TJX,0037,0701,rel
445,"Together with the renewable energy sourced for our Ireland operations, TJX Europe helped reduce TJX’s global corporate market-based GHG inventory by over 34,000 metric tons of CO2e.",27,"/ Together with the renewable energy sourced for our Ireland operations, TJX Europe helped reduce TJX’s global corporate market-based GHG inventory by over 34,000 metric tons of CO2e.",28,TJX,0037,0702,rel
446,low-carbon and renewable energy to further reduce our GHG emissions from electricity consumption.,13,AVOIDING AND OFFSETTING EMISSIONS We source low-carbon and renewable energy to further reduce our GHG emissions from electricity consumption.,19,TJX,0037,0726,rel
447,"In certain geographies, we leverage carbon offsets16 12to offset emissions resulting from our direct operations and business travel.",18,"In certain geographies, we leverage carbon offsets16 12to offset emissions resulting from our direct operations and business travel.",18,TJX,0037,0727,rel
448,"In fiscal 2021, we sourced over 325 million kilowatt hours of renewable energy in total, generated from a variety of technologies.",21,"Some examples of our current sourcing strategies include: Wholesale power purchase agreements On-site power purchase agreements Electricity supply contracts Renewable energy credits In fiscal 2021, we sourced over 325 million kilowatt hours of renewable energy in total, generated from a variety of technologies.",43,TJX,0037,0732,rel
449,"Together, our renewable and low-carbon energy sourcing strategy in fiscal 2021 enabled us to reduce our Scope 2 market-based GHG inventory by more than 146,000 metric tons of CO2e, or by about 25% over the prior year.",37,"Together, our renewable and low-carbon energy sourcing strategy in fiscal 2021 enabled us to reduce our Scope 2 market-based GHG inventory by more than 146,000 metric tons of CO2e, or by about 25% over the prior year.",37,TJX,0037,0733,rel
450,"Science-based target to reduce emissions 40% by 2030, 50% by 2035 Procure/produce 335 megawatts of renewable or alternative energy 100% renewable electricity for all Home Depot facilities worldwide by 2030 Committed to setting Science Based Targets initiative (SBTi) Scope 1, 2 and 3 goals by 2023 to reduce emissions in line with Paris Agreement goals",55,"(Page 54) • We’ve committed to setting Science Based Targets initiative (SBTi) Scope 1, 2 and 3 goals by 2023 to reduce emissions in line with Paris Agreement goals.",29,HomeDepot,0038,1232,rel
451,"Under our science-based target goal linked to our annual CDP reporting, we have committed to reducing our Scope 1 and Scope 2 carbon dioxide emissions 2.1% per year to achieve a 40% reduction by 2030 and a 50% reduction by 2035.",41,"Under our science-based target goal linked to our annual CDP reporting, we have committed to reducing our Scope 1 and Scope 2 carbon dioxide emissions 2.1% per year to achieve a 40% reduction by 2030 and a 50% reduction by 2035.",41,HomeDepot,0038,0602,rel
452,Scope 1 and 2 carbon intensity.,6,"55 2021 ESG Report The Home Depot In 2020, The Home Depot decreased our Scope 1 and 2 carbon intensity.",20,HomeDepot,0038,0610,rel
453,"Our investments in efficiency helped us achieve a 22% reduction in the carbon dioxide emitted for each dollar of revenue we earned, compared to 2019.",25,"Our investments in efficiency helped us achieve a 22% reduction in the carbon dioxide emitted for each dollar of revenue we earned, compared to 2019.",25,HomeDepot,0038,0611,rel
454,"Across our U.S. stores, we’ve cut electricity use 44% since 2010.",11,"Across our U.S. stores, we’ve cut electricity use 44% since 2010.",11,HomeDepot,0038,0614,rel
455,"We did that by installing LED lighting, efficiency-driving building automation systems, updated air-conditioning and heating systems and more.",18,"We did that by installing LED lighting, efficiency-driving building automation systems, updated air-conditioning and heating systems and more.",18,HomeDepot,0038,0617,rel
456,"In 2020, our U.S. stores reduced electricity use by more than 14% year over year.",15,"In 2020, our U.S. stores reduced electricity use by more than 14% year over year.",15,HomeDepot,0038,0618,rel
457,"We boosted our alternative and renewable energy capacity by more than 13%, compared to 2019.",15,"We boosted our alternative and renewable energy capacity by more than 13%, compared to 2019.",15,HomeDepot,0038,0619,rel
458,We’ve pledged to have 100% renewable electricity for all Home Depot facilities worldwide by 2030. we anticipate about three- quarters of our alternative and renewable energy capacity will come from solar by the end of 2023.,36,Solar Energy Fuels Our Future We’ve pledged to have 100% renewable electricity for all Home Depot facilities worldwide by 2030.,20,HomeDepot,0038,0639,rel
459,"Furthermore, at the end of 2020, solar farms were operating atop 71 U.S. stores — up from 47 stores in 2019.",21,"Furthermore, at the end of 2020, solar farms were operating atop 71 U.S. stores — up from 47 stores in 2019.",21,HomeDepot,0038,0646,rel
460,"We installed 836 energy-efficient heating, air-conditioning and ventilation systems in more than 70 U.S. stores in 2020.",17,"59 2021 ESG Report The Home Depot We installed 836 energy-efficient heating, air-conditioning and ventilation systems in more than 70 U.S. stores in 2020.",24,HomeDepot,0038,0658,rel
461,"In 2020, we installed hydrogen fuel cells at nine U.S. supply chain facilities, giving us 12 locations with emissions-free fuel for forklifts.",22,"WAYS WE’RE DRIVING SUPPLY CHAIN IMPROVEMENTS In 2020, we installed hydrogen fuel cells at nine U.S. supply chain facilities, giving us 12 locations with emissions-free fuel for forklifts.",28,HomeDepot,0038,0699,rel
462,We estimate these fuel cells helped us reduce electricity consumption by about 16 million kilowatt hours in 2020.,18,We estimate these fuel cells helped us reduce electricity consumption by about 16 million kilowatt hours in 2020.,18,HomeDepot,0038,0700,rel
463,"We estimate our customers’ purchases of Energy Star products in 2020 helped reduce annual electricity use by 7.5 billion kilowatt hours, saving over $1 billion on energy costs and lowering carbon emissions by over 5 million metric tons.",38,"We estimate our customers’ purchases of Energy Star products in 2020 helped reduce annual electricity use by 7.5 billion kilowatt hours, saving over $1 billion on energy costs and lowering carbon emissions by over 5 million metric tons.",38,HomeDepot,0038,0870,rel
464,"In 2020, our solar program completed installations at over 4,500 homes, giving our customers the capacity to produce nearly 34,000 kilowatts of solar energy.",24,"In 2020, our solar program completed installations at over 4,500 homes, giving our customers the capacity to produce nearly 34,000 kilowatts of solar energy.",24,HomeDepot,0038,0940,rel
465,The Home Depot provided over 3.4 million pounds of shredded paper for recycling in 2020.,15,"1,100,000 1,043,300 2018 1,000,000 920,000 940,000 1,170,200 2019 2016 2017 2014 2015 SUSTAINABLE SHREDDING Source: Iron Mountain® using calculations by Quantis® The Home Depot provided over 3.4 million pounds of shredded paper for recycling in 2020.",36,HomeDepot,0038,0967,rel
466,Here’s how that helped the planet: Avoided 2.5 million pounds of CO2 emissions,13,"Here’s how that helped the planet: Avoided 2.5 million pounds of CO2 emissions Kept 8,600 cubic yards of paper out of landfills Preserved 29,000 trees Conserved 3.9 million kilowatt hours of electricity Saved over 47 million gallons of water 200,000 218,000 2018 180,000 170,000 107,000 235,200 2019 2016 2017 2014 2015 184,600 2020 261,500 2020 980,000 800,500 2018 860,000 680,000 700,000 804,300 2019 2016 2017 2014 2015 562,700 2020 1,240,400 2020",71,HomeDepot,0038,0968,rel
467,"In 2021, the lighting retrofit projects contributed to the reduction of our overall energy consumption by more than 11% from 2020.",21,"In 2021, the lighting retrofit projects contributed to the reduction of our overall energy consumption by more than 11% from 2020.",21,Lowes,0039,0487,rel
468,"Our first renewable power purchase agreement, the Mesquite Star wind farm in Texas, produced more than 280,000 MWh of energy in 2021, its first full year of operation.",28,"Our first renewable power purchase agreement, the Mesquite Star wind farm in Texas, produced more than 280,000 MWh of energy in 2021, its first full year of operation.",28,Lowes,0039,0488,rel
469,This production helped reduce our carbon emissions by more than 4% from our 2016 baseline.,15,This production helped reduce our carbon emissions by more than 4% from our 2016 baseline.,15,Lowes,0039,0489,rel
470,Total Renewable Energy Consumption FY20 Total: 38% RECs: 21% Grid Electricity: 17%,12,"Frameworks reported on: GRI SASB TCFD UNGPRF Our work contributes to these SDGs: Data Highlights Total Renewable Energy Consumption FY20 Total: 38% RECs: 21% Grid Electricity: 17% Total Number of Sites With Electric Vehicle Charging Stations 2019 74 2020 117 Number of People We Trained on Circular Design Since 2018 Team members 2,422 2020 2019 1,632 Vendors 2020 1,153 2019 1,153 Total Number of Electric Vehicle Charging Spaces 2019 527 2020 1,034 Total Number of States with Electric Vehicle Charging Spaces 2019 16 2020 19 Percentage of Supplier Factories That Have Completed the Higg FEM Assessment (or equivalent environmental data assessment) Tier 1 Apparel factories 2019 76% 2020 85% Tier 2 Fabric mills, packaging factories and trim factories 2019 48% 2020 56% Corporate Emissions Rate for EPA-Applicable Refrigeration Systems (greater than 50 lbs) 2019 15.4% 2020 13.3% 45",138,Target,0040,0667,rel
471,All of our actions to address climate change support our top-level commitment to be a net zero enterprise by 2040.,20,Our Approach All of our actions to address climate change support our top-level commitment to be a net zero enterprise by 2040.,22,Target,0040,0717,rel
472,Our emissions reduction journey began in earnest in 2019 with our goal—approved by the SBTi—to reduce our retail purchased goods and services emissions by 30% by 2030 from a 2017 baseline.,31,Our emissions reduction journey began in earnest in 2019 with our goal—approved by the SBTi—to reduce our retail purchased goods and services emissions by 30% by 2030 from a 2017 baseline.,31,Target,0040,0719,rel
473,"We are also working on sourcing 100% of our electricity from renewable sources by 2030 for our operations, with an interim goal of 60% by 2025.",26,"Renewable Energy We are also working on sourcing 100% of our electricity from renewable sources by 2030 for our operations, with an interim goal of 60% by 2025.",28,Target,0040,0745,rel
474,Our off-site projects invest in the use of renewables in communities where we operate.,14,Our off-site projects invest in the use of renewables in communities where we operate.,14,Target,0040,0749,rel
475,"In 2020, we signed several renewable power purchase and utility agreements.",11,"In 2020, we signed several renewable power purchase and utility agreements.",11,Target,0040,0750,rel
476,"To date, Target has certified 59 stores to the U.S. Environmental Protection Agency (EPA)’s GreenChill standards and installed around 15,000 hydrofluorocarbon (HFC)-free units in our stores, accounting for approximately 57% of our operations’ refrigerants in stand-alone cases.",37,"50 2021 Target Corporate Responsibility Report Introduction People Planet Overview Environmental Responsibility in the Supply Chain Climate and Energy Waste and Circular Economy Chemicals Materials Water Business Indexes and Glossary Climate and Energy Refrigeration and Efficiency To date, Target has certified 59 stores to the U.S. Environmental Protection Agency (EPA)’s GreenChill standards and installed around 15,000 hydrofluorocarbon (HFC)-free units in our stores, accounting for approximately 57% of our operations’ refrigerants in stand-alone cases.",73,Target,0040,0762,rel
