,matched_rel,original_rel,company_label,matched_rel_only
429,"('In fiscal 2020, we achieved Net Zero Scope 1 and Scope 2 emissions and sourced 100% renewable electricity globally for our direct operations—commitments and intend to maintain moving forward.', 89)","In fiscal 2020, we achieved Net Zero Scope 1 and Scope 2 emissions and sourced 100% renewable electricity globally for our direct operations—commitments that we met again in fiscal 2021* and intend to maintain moving forward.",0035,"In fiscal 2020, we achieved Net Zero Scope 1 and Scope 2 emissions and sourced 100% renewable electricity globally for our direct operations—commitments and intend to maintain moving forward."
430,"('by 2035 from a 2019 base year.', 93)",GOALS: Reduce absolute Scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year.,0035,by 2035 from a 2019 base year.
431,,"* In fiscal 2021, we continued to make progress toward our Scope 1 and 2 emissions reduction target through a portfolio of climate solutions, including on-site renewables, energy efficiency projects, green utility contracts, and renewable energy credits.",0035,
432,,"Reduce Scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution, and business travel by 60% per unit revenue over the same time frame.",0035,
433,"('To address Scope 1 and 2 emissions, we pursue energy efficiency and on-site/off-site renewable energy.', 100)","To address Scope 1 and 2 emissions, we pursue energy efficiency and on-site/off-site renewable energy.",0035,"To address Scope 1 and 2 emissions, we pursue energy efficiency and on-site/off-site renewable energy."
434,"('For transportation and distribution-related emissions (Scope 3), we are focusing on improving data quality to enable better decision making and maximize efficiency.', 100)","For transportation and distribution-related emissions (Scope 3), we are focusing on improving data quality to enable better decision making and maximize efficiency.",0035,"For transportation and distribution-related emissions (Scope 3), we are focusing on improving data quality to enable better decision making and maximize efficiency."
435,"('for 22 megawatts (MW) of wind power from the Ponderosa wind “ farm in Oklahoma, United States.', 99)","We are party to a Virtual Power Purchase Agreement (VPPA) for 22 megawatts (MW) of wind power from the Ponderosa wind farm in Oklahoma, United States.",0035,"for 22 megawatts (MW) of wind power from the Ponderosa wind “ farm in Oklahoma, United States."
436,,"The Ponderosa wind farm generated more than 57,700 megawatt hours (MWh) of power in fiscal 2021.",0035,
437,"('As of fiscal 2021, our total solar capacity is 5.7 MW.', 100)","As of fiscal 2021, our total solar capacity is 5.7 MW.",0035,"As of fiscal 2021, our total solar capacity is 5.7 MW."
438,"('During the fiscal year, we generated more than 5,000 MWh of solar energy, which is equivalent to the amount of carbon sequestered by 4,300 acres of U.S. forests in one year.', 100)","During the fiscal year, we generated more than 5,000 MWh of solar energy, which is equivalent to the amount of carbon sequestered by 4,300 acres of U.S. forests in one year.",0035,"During the fiscal year, we generated more than 5,000 MWh of solar energy, which is equivalent to the amount of carbon sequestered by 4,300 acres of U.S. forests in one year."
439,"('We also purchase renewable energy credits (RECs) to offset emissions from electricity use.', 100)",We also purchase renewable energy credits (RECs) to offset emissions from electricity use.,0035,We also purchase renewable energy credits (RECs) to offset emissions from electricity use.
440,"('In fiscal 2021, Aveda launched carbon-neutral shipping in the United States, procuring enough carbon emissions offset credits to cover online delivery emissions to consumers.', 100)","In fiscal 2021, Aveda launched carbon-neutral shipping in the United States, procuring enough carbon emissions offset credits to cover online delivery emissions to consumers.",0035,"In fiscal 2021, Aveda launched carbon-neutral shipping in the United States, procuring enough carbon emissions offset credits to cover online delivery emissions to consumers."
441,,GREENHOUSE GAS (GHG) EMISSIONS Reduction of emissions due to conservation and efficiency measures19 1.0*,0035,
442,,ENERGY Reduction of energy consumption due to conservation and efficiency measures 19 5.0*,0035,
443,"('reach net zero emissions by 2050.', 88)","We pledged to put McDonald’s on the path to net zero emissions by 2050,",0036,reach net zero emissions by 2050.
444,"('by 2035 from a 2019 base year.', 86)","By 2030, we aim to partner with Franchisees to reduce GHG emissions related to McDonald’s restaurants and offices by 36% from a 2015 base year.",0036,by 2035 from a 2019 base year.
445,"('To help protect equivalent to over 8,000 U.S. restaurants’ worth of electricity.', 89)","Once all 2019–2021 transacted U.S. renewable energy projects are online, the energy generated is expected to be equivalent to over 8,000 U.S. restaurants’ worth of electricity and contribute to a 22% reduction from the 2015 baseline.",0036,"To help protect equivalent to over 8,000 U.S. restaurants’ worth of electricity."
446,,"By 2030, we aim to reduce emissions intensity (per metric ton of food and packaging) by 31% across our supply chain from the 2015 baseline.",0036,
447,"('CLIMATE AND ENERGY: Our global approach to reducing our climate impact includes a balanced portfolio of emissions-reduction activities focused on reducing our energy consumption and expense, investing in energy efficiency projects, and sourcing low-carbon and renewable energy sources for our direct operations.', 100)","CLIMATE AND ENERGY: Our global approach to reducing our climate impact includes a balanced portfolio of emissions-reduction activities focused on reducing our energy consumption and expense, investing in energy efficiency projects, and sourcing low-carbon and renewable energy sources for our direct operations.",0037,"CLIMATE AND ENERGY: Our global approach to reducing our climate impact includes a balanced portfolio of emissions-reduction activities focused on reducing our energy consumption and expense, investing in energy efficiency projects, and sourcing low-carbon and renewable energy sources for our direct operations."
448,"('We have also purchased a limited amount of carbon offsets for our Canadian division that support forest conservation projects.', 100)",We have also purchased a limited amount of carbon offsets for our Canadian division that support forest conservation projects.,0037,We have also purchased a limited amount of carbon offsets for our Canadian division that support forest conservation projects.
449,"('Business Governance FY21 KEY HIGHLIGHTS 240,000 404 million 154,000 metric tons of waste kilowatt hours of low-carbon energy metric tons reduction in global diverted from landfill5 purchased greenhouse gas emissions5 1.5∞C A- score received in the CDP science-based GHG emissions reduction Climate Change Information target aligned with United Nation’s Request4 global warming reduction goals GLOBAL CORPORATE TARGET SCIENCE-BASED TARGET In fiscal 2021, we set a long-term global goal to reduce GHG emissions from our direct operations by 55% by fiscal 2030 against a baseline year of fiscal 2017.', 100)","In fiscal 2021, we set a long-term global goal to reduce GHG emissions from our direct operations by 55% by fiscal 2030 against a baseline year of fiscal 2017.",0037,"Business Governance FY21 KEY HIGHLIGHTS 240,000 404 million 154,000 metric tons of waste kilowatt hours of low-carbon energy metric tons reduction in global diverted from landfill5 purchased greenhouse gas emissions5 1.5∞C A- score received in the CDP science-based GHG emissions reduction Climate Change Information target aligned with United Nation’s Request4 global warming reduction goals GLOBAL CORPORATE TARGET SCIENCE-BASED TARGET In fiscal 2021, we set a long-term global goal to reduce GHG emissions from our direct operations by 55% by fiscal 2030 against a baseline year of fiscal 2017."
450,,"CO2e Emissions Reductions: Energy efficiency measures that result in carbon reductions and cost savings ~7,700 metric tons of CO2e saved",0037,
451,"('Carbon Reductions: Together energy management and renewable and low carbon efforts resulted in a reduction of over 154,000 metric tons of from our operations saving an CO2e estimated $1.7 million.', 97)","Carbon Reductions: Together energy management and renewable and low carbon efforts resulted in a reduction of over 154,000 metric tons of CO2e from our operations saving an estimated $1.7 million.",0037,"Carbon Reductions: Together energy management and renewable and low carbon efforts resulted in a reduction of over 154,000 metric tons of from our operations saving an CO2e estimated $1.7 million."
452,"('About 26%, or over 400 million kilowatt hours, of our global electricity use comes from renewable or low-carbon energy sources.', 100)","About 26%, or over 400 million kilowatt hours, of our global electricity use comes from renewable or low-carbon energy sources.",0037,"About 26%, or over 400 million kilowatt hours, of our global electricity use comes from renewable or low-carbon energy sources."
453,"('/ TJX purchased 29,000 megawatt hours more renewable and low-carbon energy including renewable energy certificates (RECs), onsite solar power purchase agreements (PPAs), and utility-supplied renewable energy in fiscal 2021 than in fiscal 2020.', 100)","/ TJX purchased 29,000 megawatt hours more renewable and low-carbon energy including renewable energy certificates (RECs), onsite solar power purchase agreements (PPAs), and utility-supplied renewable energy in fiscal 2021 than in fiscal 2020.",0037,"/ TJX purchased 29,000 megawatt hours more renewable and low-carbon energy including renewable energy certificates (RECs), onsite solar power purchase agreements (PPAs), and utility-supplied renewable energy in fiscal 2021 than in fiscal 2020."
454,"('We estimate that the incremental increase in renewable purchases decreased metric tons of by 2.3%, approximately 15,400 metric tons of CO2e CO2e.', 97)","We estimate that the incremental increase in renewable purchases decreased metric tons of CO2e by 2.3%, approximately 15,400 metric tons of CO2e.",0037,"We estimate that the incremental increase in renewable purchases decreased metric tons of by 2.3%, approximately 15,400 metric tons of CO2e CO2e."
455,"('Canada Highlights: TJX Canada was carbon neutral for its Scope 1 and 2 and reported Scope 3 (business travel and waste) emissions from operations for its third consecutive year.', 100)",TJX Canada was carbon neutral for its Scope 1 and 2 and reported Scope 3 (business travel and waste) emissions from operations for its third consecutive year.,0037,Canada Highlights: TJX Canada was carbon neutral for its Scope 1 and 2 and reported Scope 3 (business travel and waste) emissions from operations for its third consecutive year.
456,"('The regional team reduced energy usage and purchased renewable energy credits as well as carbon offsets to support this strategy.', 100)",The regional team reduced energy usage and purchased renewable energy credits as well as carbon offsets to support this strategy.,0037,The regional team reduced energy usage and purchased renewable energy credits as well as carbon offsets to support this strategy.
457,"('Through its regional energy and climate strategy, TJX Canada avoided or offset over 35,500 metric tons of calculated for its fiscal 2021 GHG inventory.', 97)","Through its regional energy and climate strategy, TJX Canada avoided or offset over 35,500 metric tons of CO2e calculated for its fiscal 2021 GHG inventory.",0037,"Through its regional energy and climate strategy, TJX Canada avoided or offset over 35,500 metric tons of calculated for its fiscal 2021 GHG inventory."
458,"('Here’s how TJX Canada achieved these results: / Conserving Energy: In fiscal 2021, TJX Canada continued to implement technologies, like LED lighting and HVAC replacements, which reduced our GHG inventory by over 739,000 kilowatt hours.', 100)","Conserving Energy: In fiscal 2021, TJX Canada continued to implement technologies, like LED lighting and HVAC replacements, which reduced our GHG inventory by over 739,000 kilowatt hours.",0037,"Here’s how TJX Canada achieved these results: / Conserving Energy: In fiscal 2021, TJX Canada continued to implement technologies, like LED lighting and HVAC replacements, which reduced our GHG inventory by over 739,000 kilowatt hours."
459,"('/ Renewable Energy: TJX Canada has purchased wind energy since fiscal 2017, which reduces its annual Scope 2 market-based emissions by about 83% annually and its total market-based emissions by about 47%.', 100)","Renewable Energy: TJX Canada has purchased wind energy since fiscal 2017, which reduces its annual Scope 2 market-based emissions by about 83% annually and its total market-based emissions by about 47%.",0037,"/ Renewable Energy: TJX Canada has purchased wind energy since fiscal 2017, which reduces its annual Scope 2 market-based emissions by about 83% annually and its total market-based emissions by about 47%."
460,"('Here’s how TJX Europe achieved these results: / Conserving Energy: / Installing LED lighting in new and remodeled stores and processing centers.', 98)",Conserving Energy: Installing LED lighting in new and remodeled stores and processing centers.,0037,Here’s how TJX Europe achieved these results: / Conserving Energy: / Installing LED lighting in new and remodeled stores and processing centers.
461,"('In fiscal 2021, LED lighting was installed across 32 stores in the U.K. resulting in a savings of 37% and more than 1.6 million kilowatt hours.', 100)","In fiscal 2021, LED lighting was installed across 32 stores in the U.K. resulting in a savings of 37% and more than 1.6 million kilowatt hours.",0037,"In fiscal 2021, LED lighting was installed across 32 stores in the U.K. resulting in a savings of 37% and more than 1.6 million kilowatt hours."
462,"('/ Renewable Energy: / TJX Europe expanded its renewable energy sourcing strategy to include the U.K. operations and purchased an additional 90 million kilowatt hours of energy made from renewable sources in fiscal 2021 compared to fiscal 2020.', 99)",Renewable Energy: TJX Europe expanded its renewable energy sourcing strategy to include the U.K. operations and purchased an additional 90 million kilowatt hours of energy made from renewable sources in fiscal 2021 compared to fiscal 2020.,0037,/ Renewable Energy: / TJX Europe expanded its renewable energy sourcing strategy to include the U.K. operations and purchased an additional 90 million kilowatt hours of energy made from renewable sources in fiscal 2021 compared to fiscal 2020.
463,"('/ Together with the renewable energy sourced for our Ireland operations, TJX Europe helped reduce TJX’s global corporate market-based GHG inventory by over 34,000 metric tons of CO2e.', 100)","Together with the renewable energy sourced for our Ireland operations, TJX Europe helped reduce TJX’s global corporate market-based GHG inventory by over 34,000 metric tons of CO2e.",0037,"/ Together with the renewable energy sourced for our Ireland operations, TJX Europe helped reduce TJX’s global corporate market-based GHG inventory by over 34,000 metric tons of CO2e."
464,"('AVOIDING AND OFFSETTING EMISSIONS We source low-carbon and renewable energy to further reduce our GHG emissions from electricity 12to offset emissions resulting from our consumption.', 92)",low-carbon and renewable energy to further reduce our GHG emissions from electricity consumption.,0037,AVOIDING AND OFFSETTING EMISSIONS We source low-carbon and renewable energy to further reduce our GHG emissions from electricity 12to offset emissions resulting from our consumption.
465,,"In certain geographies, we leverage carbon offsets16 12to offset emissions resulting from our direct operations and business travel.",0037,
466,"('Some examples of our current sourcing strategies include: Wholesale power purchase agreements On-site power purchase agreements Electricity supply contracts Renewable energy credits In fiscal 2021, we sourced over 325 million kilowatt hours of renewable energy in total, generated from a variety of technologies.', 100)","In fiscal 2021, we sourced over 325 million kilowatt hours of renewable energy in total, generated from a variety of technologies.",0037,"Some examples of our current sourcing strategies include: Wholesale power purchase agreements On-site power purchase agreements Electricity supply contracts Renewable energy credits In fiscal 2021, we sourced over 325 million kilowatt hours of renewable energy in total, generated from a variety of technologies."
467,"('Together, our renewable and low-carbon energy sourcing strategy in fiscal 2021 enabled us to reduce our Scope 2 market-based GHG inventory by more than 146,000 metric tons or by about 25% over the prior year.', 96)","Together, our renewable and low-carbon energy sourcing strategy in fiscal 2021 enabled us to reduce our Scope 2 market-based GHG inventory by more than 146,000 metric tons of CO2e, or by about 25% over the prior year.",0037,"Together, our renewable and low-carbon energy sourcing strategy in fiscal 2021 enabled us to reduce our Scope 2 market-based GHG inventory by more than 146,000 metric tons or by about 25% over the prior year."
468,"('DID YOU KNOW We’ve committed to setting Science Based Targets initiative (SBTi) Scope 1, 2 and 3 goals by 2023 to reduce emissions in line with Paris Agreement goals.', 93)","Science-based target to reduce emissions 40% by 2030, 50% by 2035 Procure/produce 335 megawatts of renewable or alternative energy 100% renewable electricity for all Home Depot facilities worldwide by 2030 Committed to setting Science Based Targets initiative (SBTi) Scope 1, 2 and 3 goals by 2023 to reduce emissions in line with Paris Agreement goals",0038,"DID YOU KNOW We’ve committed to setting Science Based Targets initiative (SBTi) Scope 1, 2 and 3 goals by 2023 to reduce emissions in line with Paris Agreement goals."
469,"('reduction by 2030 and 50% reduction by 2035.', 95)","Under our science-based target goal linked to our annual CDP reporting, we have committed to reducing our Scope 1 and Scope 2 carbon dioxide emissions 2.1% per year to achieve a 40% reduction by 2030 and a 50% reduction by 2035.",0038,reduction by 2030 and 50% reduction by 2035.
470,"('In 2020, The Home Depot decreased our Scope 1 and 2 carbon intensity.', 100)",Scope 1 and 2 carbon intensity.,0038,"In 2020, The Home Depot decreased our Scope 1 and 2 carbon intensity."
471,"('Our investments in efficiency helped us achieve a 22% reduction in the carbon dioxide emitted for each dollar of revenue we earned, compared to 2019.', 100)","Our investments in efficiency helped us achieve a 22% reduction in the carbon dioxide emitted for each dollar of revenue we earned, compared to 2019.",0038,"Our investments in efficiency helped us achieve a 22% reduction in the carbon dioxide emitted for each dollar of revenue we earned, compared to 2019."
472,,"Across our U.S. stores, we’ve cut electricity use 44% since 2010.",0038,
473,,"We did that by installing LED lighting, efficiency-driving building automation systems, updated air-conditioning and heating systems and more.",0038,
474,,"In 2020, our U.S. stores reduced electricity use by more than 14% year over year.",0038,
475,"('than 13%, compared to 2019.', 100)","We boosted our alternative and renewable energy capacity by more than 13%, compared to 2019.",0038,"than 13%, compared to 2019."
476,"('by the end of 2023.', 100)",We’ve pledged to have 100% renewable electricity for all Home Depot facilities worldwide by 2030. we anticipate about three- quarters of our alternative and renewable energy capacity will come from solar by the end of 2023.,0038,by the end of 2023.
477,"('Furthermore, at the end of 2020, solar farms were operating atop 71 U.S. stores — up from 47 stores in 2019.', 100)","Furthermore, at the end of 2020, solar farms were operating atop 71 U.S. stores — up from 47 stores in 2019.",0038,"Furthermore, at the end of 2020, solar farms were operating atop 71 U.S. stores — up from 47 stores in 2019."
478,,"We installed 836 energy-efficient heating, air-conditioning and ventilation systems in more than 70 U.S. stores in 2020.",0038,
479,,"In 2020, we installed hydrogen fuel cells at nine U.S. supply chain facilities, giving us 12 locations with emissions-free fuel for forklifts.",0038,
480,"('16 million kilowatt hours in 2020.', 100)",We estimate these fuel cells helped us reduce electricity consumption by about 16 million kilowatt hours in 2020.,0038,16 million kilowatt hours in 2020.
481,"('We estimate our customers’ purchases of Energy Star products in 2020 helped reduce annual electricity use by 7.5 billion kilowatt hours, saving over $1 billion on energy costs and lowering carbon emissions by over 5 million metric tons.', 100)","We estimate our customers’ purchases of Energy Star products in 2020 helped reduce annual electricity use by 7.5 billion kilowatt hours, saving over $1 billion on energy costs and lowering carbon emissions by over 5 million metric tons.",0038,"We estimate our customers’ purchases of Energy Star products in 2020 helped reduce annual electricity use by 7.5 billion kilowatt hours, saving over $1 billion on energy costs and lowering carbon emissions by over 5 million metric tons."
482,,"In 2020, our solar program completed installations at over 4,500 homes, giving our customers the capacity to produce nearly 34,000 kilowatts of solar energy.",0038,
483,,The Home Depot provided over 3.4 million pounds of shredded paper for recycling in 2020.,0038,
484,,Here’s how that helped the planet: Avoided 2.5 million pounds of CO2 emissions,0038,
485,,"In 2021, the lighting retrofit projects contributed to the reduction of our overall energy consumption by more than 11% from 2020.",0039,
486,"('Our full year of operation.', 92)","Our first renewable power purchase agreement, the Mesquite Star wind farm in Texas, produced more than 280,000 MWh of energy in 2021, its first full year of operation.",0039,Our full year of operation.
487,"('3 * From our 2015 baseline.', 92)",This production helped reduce our carbon emissions by more than 4% from our 2016 baseline.,0039,3 * From our 2015 baseline.
488,,Total Renewable Energy Consumption FY20 Total: 38% RECs: 21% Grid Electricity: 17%,0040,
489,"('our actions to address climate change support our top-level commitment to be a net zero enterprise by 2040.', 100)",All of our actions to address climate change support our top-level commitment to be a net zero enterprise by 2040.,0040,our actions to address climate change support our top-level commitment to be a net zero enterprise by 2040.
490,,Our emissions reduction journey began in earnest in 2019 with our goal—approved by the SBTi—to reduce our retail purchased goods and services emissions by 30% by 2030 from a 2017 baseline.,0040,
491,"('We are also working to', 95)","We are also working on sourcing 100% of our electricity from renewable sources by 2030 for our operations, with an interim goal of 60% by 2025.",0040,We are also working to
492,"('the communities where we operate.', 91)",Our off-site projects invest in the use of renewables in communities where we operate.,0040,the communities where we operate.
493,,"In 2020, we signed several renewable power purchase and utility agreements.",0040,
494,"('(2) • Salt River Project Central Line Solar in Arizona 2025.', 93)",These further our commitment to power our operations with renewable energy and include: • Golden Buckle Solar Project in Texas (160 MW) • Haystack Wind project in Nebraska (90 MW) • Sparta solar project in Texas (42 MW) • Salt River Project Central Line Solar in Arizona • Duke Energy Clean Energy Connection Program in Florida Percentage of total energy that is renewable and for which we retire RECs (%)10 14%11 Percentage of global electricity consumption that is renewable12 38% Covered by Target RECs Grid-renewable portion Total number of stores and distribution centers with rooftop solar,0040,(2) • Salt River Project Central Line Solar in Arizona 2025.
495,,"To date, Target has certified 59 stores to the U.S. Environmental Protection Agency (EPA)’s GreenChill standards and installed around 15,000 hydrofluorocarbon (HFC)-free units in our stores, accounting for approximately 57% of our operations’ refrigerants in stand-alone cases.",0040,
496,"('69 2021 Target Corporate Responsibility Report Introduction People Planet Business Indexes and Glossary What We Achieved GRI SASB SDG TCFD UNGPRF Glossary What We Achieved Planet (Environment) Section Goal Goal Update* Climate and Energy Reduce our absolute Scope 3 retail purchased goods and services GHG emissions by 30% below 9%19 2017 baseline levels by 2030 Climate and Energy Ensure that 80% of our retail and non-retail suppliers by spend will set science-based reduction 23% targets on their Scope 1 and 2 emissions20 by 2023 Climate and Energy Reduce our absolute Scope 1 and 2 GHG emissions by 30% below 2017 baseline levels by 2030 26.7% reduction (Scope 1 and 2) Climate and Energy Source 100% renewable electricity21 for our global operations by 2030 and 60% by 2025 38%22 Climate and Energy Add rooftop solar to 500 of our stores and distribution centers by 2020 Achieved 542 sites with rooftop solar at year end Climate and Energy Expand our electric vehicle (EV) program to more than 600 parking spaces with charging stations Achieved at more than 100 sites across more than 20 states by 2020 1,034 spaces at 117 sites in 19 states Waste and Circular Economy Reduce food waste within our own operations by 50% by 2025 In progress Waste and Circular Economy Percentage of owned-brand products in Food & Beverage and Essentials & Beauty with the Achieved How2Recycle label where space allows 96% compliance in Food & Beverage and Essentials & Beauty Waste and Circular Economy Support the Recycling Partnership’s mission to improve how more than 25% of the U.S. population Achieved recycles by 2020 37% Waste and Circular Economy Invest $1 million in textile-recycling technologies by 2020 Achieved $1,002,810 as of May 2020 Waste and Circular Economy Create more demand for recycled packaging by creating three new end markets for recycled Achieved materials by 2020 3 new end markets created Chemicals Improve textile products by removing added flame retardants that are potential carcinogens or In progress pose harm to guests, workers or communities by 2022 Chemicals Improve textile products by removing added perfluorinated compounds (PFCs) from products In progress by 2022 * All quantitative company data, unless otherwise stated, reflect fiscal year 2020.', 100)",What We Achieved Planet (Environment),0040,"69 2021 Target Corporate Responsibility Report Introduction People Planet Business Indexes and Glossary What We Achieved GRI SASB SDG TCFD UNGPRF Glossary What We Achieved Planet (Environment) Section Goal Goal Update* Climate and Energy Reduce our absolute Scope 3 retail purchased goods and services GHG emissions by 30% below 9%19 2017 baseline levels by 2030 Climate and Energy Ensure that 80% of our retail and non-retail suppliers by spend will set science-based reduction 23% targets on their Scope 1 and 2 emissions20 by 2023 Climate and Energy Reduce our absolute Scope 1 and 2 GHG emissions by 30% below 2017 baseline levels by 2030 26.7% reduction (Scope 1 and 2) Climate and Energy Source 100% renewable electricity21 for our global operations by 2030 and 60% by 2025 38%22 Climate and Energy Add rooftop solar to 500 of our stores and distribution centers by 2020 Achieved 542 sites with rooftop solar at year end Climate and Energy Expand our electric vehicle (EV) program to more than 600 parking spaces with charging stations Achieved at more than 100 sites across more than 20 states by 2020 1,034 spaces at 117 sites in 19 states Waste and Circular Economy Reduce food waste within our own operations by 50% by 2025 In progress Waste and Circular Economy Percentage of owned-brand products in Food & Beverage and Essentials & Beauty with the Achieved How2Recycle label where space allows 96% compliance in Food & Beverage and Essentials & Beauty Waste and Circular Economy Support the Recycling Partnership’s mission to improve how more than 25% of the U.S. population Achieved recycles by 2020 37% Waste and Circular Economy Invest $1 million in textile-recycling technologies by 2020 Achieved $1,002,810 as of May 2020 Waste and Circular Economy Create more demand for recycled packaging by creating three new end markets for recycled Achieved materials by 2020 3 new end markets created Chemicals Improve textile products by removing added flame retardants that are potential carcinogens or In progress pose harm to guests, workers or communities by 2022 Chemicals Improve textile products by removing added perfluorinated compounds (PFCs) from products In progress by 2022 * All quantitative company data, unless otherwise stated, reflect fiscal year 2020."
497,"('Scope 2 emissions are indirect emissions from the generation of purchased energy.', 94)","We have reduced our scope 1 emissions, or the direct emissions from owned or controlled sources, and scope 2 emissions, or the indirect emissions from the generation of purchased energy, by 92% from the 2019 baseline.",0041,Scope 2 emissions are indirect emissions from the generation of purchased energy.
498,"('By the end of 2030, we aim to reduce our scope 1 and 2 emissions by 95%.', 100)","By the end of 2030, we aim to reduce our scope 1 and 2 emissions by 95%.",0041,"By the end of 2030, we aim to reduce our scope 1 and 2 emissions by 95%."
499,,Our reduction thus far has been primarily due to our 2021 transition to 100% renewable electricity across our enterprise through the purchase of unbundled energy attribute certificates (EACs) that matched our total electricity consumption for the year of which 92% is compliant with the RE100 market boundary criteria.,0041,
500,"('We set a target reduction of 50% in scope 3 carbon emissions by 2030.', 100)",We set a target reduction of 50% in scope 3 carbon emissions by 2030.,0041,We set a target reduction of 50% in scope 3 carbon emissions by 2030.
501,,This carbon sequestration project prevents emissions that would have otherwise been caused by logging activities.,0041,
502,,"The project area connects a network of protected lands into one contiguous conservation area of over 100,000 hectares, preserving habitat for at-risk native wildlife and acting as a ""living laboratory"" for scientists conducting research.",0041,
503,"('wind turbines across six wind farms in Argentina.', 100)",The Genneia Wind project is installing 71 state-of-the-art wind turbines across six wind farms in Argentina.,0041,wind turbines across six wind farms in Argentina.
504,,"This grid-connected, run-of-river hydroelectricity plant is built on the upper banks of the Musi River near the port city of Bengkulu.",0041,
505,,"It delivers enough energy to meet the demands of over 700,000 Indonesians on average each year.",0041,
506,"('of forests near the Zimbabwe-Zambia border.', 100)","The Kariba project protects almost 785,000 hectares of forests near the Zimbabwe-Zambia border.",0041,of forests near the Zimbabwe-Zambia border.
507,,"It is registered with REDD+, a United Nations–backed program that aims to stop the destruction of forests.",0041,
508,"('and Verified Carbon Standard (VCS).', 100)",We offset emissions that we are unable to reduce through the purchase of credible carbon offset projects from organizations such as Gold Standard and Verified Carbon Standard (VCS).,0041,and Verified Carbon Standard (VCS).
509,,"Our primary strategy for offsetting is avoidance and nature-based solutions, and in the near future we will transition to carbon removal projects.",0041,
510,"('In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e The 6.8 million metric tons of vehicle savings estimate is based on the net savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of CO2e CO2e ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California).', 98)","In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e The 6.8 million metric tons of vehicle CO2e savings estimate is based on the net CO2e savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California).",0042,"In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e The 6.8 million metric tons of vehicle savings estimate is based on the net savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of CO2e CO2e ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California)."
511,"('The 1.6 million metric tons of solar + storage savings estimate is based on avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our CO2e CO2e energy storage products.', 96)","The 1.6 million metric tons of solar + storage CO2e savings estimate is based on CO2e avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our energy storage products.",0042,"The 1.6 million metric tons of solar + storage savings estimate is based on avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our CO2e CO2e energy storage products."
512,"('Geographic distribution of our deliveries (both vehicle and solar), grid mix at the country, state and province level and upstream emissions are reflected in these figures.', 100)","Geographic distribution of our deliveries (both vehicle and solar), grid mix at the country, state and province level and upstream emissions are reflected in these figures.",0042,"Geographic distribution of our deliveries (both vehicle and solar), grid mix at the country, state and province level and upstream emissions are reflected in these figures."
513,"('INTRODUCTION PROGRESS ENVIRONMENT PEOPLE GOVERNANCE APPENDICES In 2019, Amazon co-founded The Climate Pledge— a commitment to achieve net-zero carbon emissions across our business by 2040 and to invite others to sign on to this new level of ambition.', 97)","25 30 In 2019, Amazon co-founded The Climate Pledge— a commitment to achieve net-zero carbon emissions across our business by 2040 and to invite others to sign on to this new level of ambition.",0043,"INTRODUCTION PROGRESS ENVIRONMENT PEOPLE GOVERNANCE APPENDICES In 2019, Amazon co-founded The Climate Pledge— a commitment to achieve net-zero carbon emissions across our business by 2040 and to invite others to sign on to this new level of ambition."
514,,On a path to powering our operations with 100% renewable energy by 2025 Making 50% of all shipments net-zero carbon by 2030 Reaching net-zero carbon emissions across our operations by 2040,0043,
515,"('INTRODUCTION PROGRESS ENVIRONMENT PEOPLE GOVERNANCE APPENDICES 100K 100M Electric Delivery Vehicles Deploying 100,000 custom electric delivery vehicles by 2030 Right Now Climate Fund 2B Investing $100 million in reforestation projects and climate mitigation solutions Climate Pledge Fund Investing $2 billion to support the development of decarbonizing technologies and services 13 Amazon Sustainability Report | 2020', 100)","Deploying 100,000 custom electric delivery vehicles by 2030",0043,"INTRODUCTION PROGRESS ENVIRONMENT PEOPLE GOVERNANCE APPENDICES 100K 100M Electric Delivery Vehicles Deploying 100,000 custom electric delivery vehicles by 2030 Right Now Climate Fund 2B Investing $100 million in reforestation projects and climate mitigation solutions Climate Pledge Fund Investing $2 billion to support the development of decarbonizing technologies and services 13 Amazon Sustainability Report | 2020"
