,matched_rel,original_rel,company_label,matched_rel_only
567,"('In Sweden, 99% of our electricity consumption  came from renewable sources in fiscal 2021.', 99)","In Sweden, 99% of our electricity consumption came from renewable sources in fiscal 2021.",Accenture,"In Sweden, 99% of our electricity consumption  came from renewable sources in fiscal 2021."
568,"('Statutory Sustainability Report 2021  |  Accenture AB 14 Our absolute reductions By 2025, Accenture globally aims to reduce our  absolute greenhouse gas emissions by 11%, our scope*  1 and 2 greenhouse gas emissions by 65% and scope  1, 2 and 3 emissions per unit of revenue intensity by  40%.', 99)","By 2025, Accenture globally aims to reduce our absolute greenhouse gas emissions by 11%, our scope* 1 and 2 greenhouse gas emissions by 65% and scope 1, 2 and 3 emissions per unit of revenue intensity by 40%.",Accenture,"Statutory Sustainability Report 2021  |  Accenture AB 14 Our absolute reductions By 2025, Accenture globally aims to reduce our  absolute greenhouse gas emissions by 11%, our scope*  1 and 2 greenhouse gas emissions by 65% and scope  1, 2 and 3 emissions per unit of revenue intensity by  40%."
569,"('Our progress against those goals in 2020:  •  Total emissions—reflecting short-term  impacts of the pandemic—decreased  by 32% from our baseline, exceeding  one aspect of our 2025 target.', 97)","Our progress against those goals in 2020: • Total emissions—reflecting short-term impacts of the pandemic—decreased by 32% from our baseline, exceeding one aspect of our 2025 target.",Accenture,"Our progress against those goals in 2020:  •  Total emissions—reflecting short-term  impacts of the pandemic—decreased  by 32% from our baseline, exceeding  one aspect of our 2025 target."
570,"('•  Scope 1 and 2 were reduced by 39%.', 100)",• Scope 1 and 2 were reduced by 39%.,Accenture,•  Scope 1 and 2 were reduced by 39%.
571,"('Emissions per unit of revenue were   reduced by 45%.', 96)",Emissions per unit of revenue were reduced by 45%.,Accenture,Emissions per unit of revenue were   reduced by 45%.
572,"('We have many on-going long-term  efficiency improvement and emission reduction projects at our Fort  Collins manufacturing facility, such as: • Purchasing several additional GHG abatement units in 2021 that are  expected to result in a 14% reduction in greenhouse gas emissions  at our Fort Collins manufacturing facility •  Upgrading one chiller to increase efficiency and provide greater  capability, with anticipated savings of 167,000 kWh of electricity  per year Managing Environmental Impacts We recognize that climate change is creating serious issues for the  Colorado and western U.S. regions.', 98)","Purchasing several additional GHG abatement units in 2021 that are expected to result in a 14% reduction in greenhouse gas emissions at our Fort Collins manufacturing facility Upgrading one chiller to increase efficiency and provide greater capability, with anticipated savings of 167,000 kWh of electricity per year",Broadcom,"We have many on-going long-term  efficiency improvement and emission reduction projects at our Fort  Collins manufacturing facility, such as: • Purchasing several additional GHG abatement units in 2021 that are  expected to result in a 14% reduction in greenhouse gas emissions  at our Fort Collins manufacturing facility •  Upgrading one chiller to increase efficiency and provide greater  capability, with anticipated savings of 167,000 kWh of electricity  per year Managing Environmental Impacts We recognize that climate change is creating serious issues for the  Colorado and western U.S. regions."
573,"('Electricity usage at our facilities accounts for approximately 71%  of our total energy consumption and approximately 56% of our  overall Scope 1 and 2 (location-based) GHG emissions.', 99)",Electricity usage at our facilities accounts for approximately 71% of our total energy consumption and approximately 56% of our overall Scope 1 and 2 (location-based) GHG emissions.,Broadcom,Electricity usage at our facilities accounts for approximately 71%  of our total energy consumption and approximately 56% of our  overall Scope 1 and 2 (location-based) GHG emissions.
574,"('Our second  largest source of GHG emissions are PFCs and process gases, which  are used in processing equipment at our manufacturing facilities,  and account for approximately 34% of our overall Scope 1 and 2  (location-based) GHG emissions.', 98)","Our second largest source of GHG emissions are PFCs and process gases, which are used in processing equipment at our manufacturing facilities, and account for approximately 34% of our overall Scope 1 and 2 (location-based) GHG emissions.",Broadcom,"Our second  largest source of GHG emissions are PFCs and process gases, which  are used in processing equipment at our manufacturing facilities,  and account for approximately 34% of our overall Scope 1 and 2  (location-based) GHG emissions."
575,"('For U.S. facilities, we reduced total energy consumption by 7.3% and  total Scope 1 and Scope 2 (location-based) emissions by 3.6% in  2021 compared to 2020.', 99)","For U.S. facilities, we reduced total energy consumption by 7.3% and total Scope 1 and Scope 2 (location-based) emissions by 3.6% in 2021 compared to 2020.",Broadcom,"For U.S. facilities, we reduced total energy consumption by 7.3% and  total Scope 1 and Scope 2 (location-based) emissions by 3.6% in  2021 compared to 2020."
576,"('During 2021, we implemented several energy saving and emissions  reduction projects at our facilities globally, including: •  Our Hyderabad, India office installed a variable frequency drive  (VFD) control panel for one of their buildings in July 2021.', 99)","Our Hyderabad, India office installed a variable frequency drive (VFD) control panel for one of their buildings in July 2021.",Broadcom,"During 2021, we implemented several energy saving and emissions  reduction projects at our facilities globally, including: •  Our Hyderabad, India office installed a variable frequency drive  (VFD) control panel for one of their buildings in July 2021."
577,"('VFDs  are used to control the speed of alternating current (AC) motors  by varying the frequency supplied to the motor, therefore limiting  the amount of electricity usage in the building.', 98)","VFDs are used to control the speed of alternating current (AC) motors by varying the frequency supplied to the motor, therefore limiting the amount of electricity usage in the building.",Broadcom,"VFDs  are used to control the speed of alternating current (AC) motors  by varying the frequency supplied to the motor, therefore limiting  the amount of electricity usage in the building."
578,"('This project is  estimated to save up to 120,000 kWh of electricity or reduce  emissions by 90 tCO2e annually.', 98)","This project is estimated to save up to 120,000 kWh of electricity or reduce emissions by 90 tCO2e annually.",Broadcom,"This project is  estimated to save up to 120,000 kWh of electricity or reduce  emissions by 90 tCO2e annually."
579,"('• Our Penang, Malaysia office expects to save roughly 66,000  kWh of energy per year and reduce emissions by 44 tCO2e  from the replacement of several units of florescent lamps with  LEDs and through the installation of an inverter control for the  building’s chiller.', 99)","Our Penang, Malaysia office expects to save roughly 66,000 kWh of energy per year and reduce emissions by 44 tCO2e from the replacement of several units of florescent lamps with  LEDs and through the installation of an inverter control for the building’s chiller.",Broadcom,"• Our Penang, Malaysia office expects to save roughly 66,000  kWh of energy per year and reduce emissions by 44 tCO2e  from the replacement of several units of florescent lamps with  LEDs and through the installation of an inverter control for the  building’s chiller."
580,"('• Our Breinigsville, Pennsylvania manufacturing facility is  converting ten pumps from wet to dry, a transition that saves  50,000 kWh of energy annually, reduces emissions by 16 tCO2e  per year and reduces the consumption of hydrocarbon and  Polytetrafluoroethylene (PTFE) based oils by 95%.', 99)","Our Breinigsville, Pennsylvania manufacturing facility is converting ten pumps from wet to dry, a transition that saves 50,000 kWh of energy annually, reduces emissions by 16 tCO2e per year and reduces the consumption of hydrocarbon and  Polytetrafluoroethylene (PTFE) based oils by 95%.",Broadcom,"• Our Breinigsville, Pennsylvania manufacturing facility is  converting ten pumps from wet to dry, a transition that saves  50,000 kWh of energy annually, reduces emissions by 16 tCO2e  per year and reduces the consumption of hydrocarbon and  Polytetrafluoroethylene (PTFE) based oils by 95%."
581,"('• Our Beijing, China office installed occupancy sensors for public  area lighting, an initiative that saves up to 8,400 kWh of electricity  and reduces emissions by 5 tCO2e per year.', 99)","Our Beijing, China office installed occupancy sensors for public area lighting, an initiative that saves up to 8,400 kWh of electricity and reduces emissions by 5 tCO2e per year.",Broadcom,"• Our Beijing, China office installed occupancy sensors for public  area lighting, an initiative that saves up to 8,400 kWh of electricity  and reduces emissions by 5 tCO2e per year."
582,"('ENVIRONMENTAL   HIGHLIGHTS 7   ESG Summary Report | 2021  Fuel and Energy Consumption1,2 Greenhouse Gas Emissions1,6 Asset Class Natural Gas   (therms) Electricity   (kWh) Diesel,   Gasoline   and Propane   (MMBtu) Scope 1  (MTCO2e) Scope 27  (MTCO2e) Scope   1 & 2   TOTAL Towers3 — 72,485,536 — — 26,622 26,622 Small Cells and Fiber — 72,145,362 — — 20,616 20,616 Offices and Warehouses4  380,520 30,766,147 4,560 2,361 10,549 12,910 Fleet5 — — 116,729 9,403 — 9,403 Generators 14,725 — 16,349 1,288 — 1,288 Total 395,245 175,397,045 137,638 13,052 57,787 70,839 Generators Small Cells  and Fiber Fleet 13% 2% 29% Towers 38% Ofces &  Warehouses 18% 2021 Scope 1 & 2 Emissions1 > Tower lighting > Ground shelter HVAC > Small Cell hubs >  Fiber points of presence (POPs)  Towers Small Cells  and Fiber 1.', 94)",FUEL AND ENERGY CONSUMPTION GREENHOUSE GAS EMISSIONS,Broadcom,"ENVIRONMENTAL   HIGHLIGHTS 7   ESG Summary Report | 2021  Fuel and Energy Consumption1,2 Greenhouse Gas Emissions1,6 Asset Class Natural Gas   (therms) Electricity   (kWh) Diesel,   Gasoline   and Propane   (MMBtu) Scope 1  (MTCO2e) Scope 27  (MTCO2e) Scope   1 & 2   TOTAL Towers3 — 72,485,536 — — 26,622 26,622 Small Cells and Fiber — 72,145,362 — — 20,616 20,616 Offices and Warehouses4  380,520 30,766,147 4,560 2,361 10,549 12,910 Fleet5 — — 116,729 9,403 — 9,403 Generators 14,725 — 16,349 1,288 — 1,288 Total 395,245 175,397,045 137,638 13,052 57,787 70,839 Generators Small Cells  and Fiber Fleet 13% 2% 29% Towers 38% Ofces &  Warehouses 18% 2021 Scope 1 & 2 Emissions1 > Tower lighting > Ground shelter HVAC > Small Cell hubs >  Fiber points of presence (POPs)  Towers Small Cells  and Fiber 1."
583,"('We moved up the target  date of our commitment to  reach net-zero emissions by  a decade, from 2050 to 2040.', 99)","In 2021, we moved up the target date of our commitment to reach net-zero emissions by a decade, from 2050 to 2040.",Mastercard,"We moved up the target  date of our commitment to  reach net-zero emissions by  a decade, from 2050 to 2040."
584,"('To further our efforts to promote   environmental stewardship and inclusive   growth, we issued our first-ever   Sustainability Bond in March 2021.', 96)","We To further our efforts to promote environmental stewardship and inclusive growth, we issued our first-ever Sustainability Bond in March 2021.",Mastercard,"To further our efforts to promote   environmental stewardship and inclusive   growth, we issued our first-ever   Sustainability Bond in March 2021."
585,"('Net proceeds from the 10-year,    $600 million senior notes will be allocated   to eligible ESG investments, expenditures   and contributions.', 95)","Net proceeds from the 10-year, $600 million senior notes will be allocated to eligible ESG investments, expenditures and contributions.",Mastercard,"Net proceeds from the 10-year,    $600 million senior notes will be allocated   to eligible ESG investments, expenditures   and contributions."
586,"('These include green   buildings, technologies and social   programs such as Mastercard Impact   Fund, COVID-19 response, and others   with a commercially sustainable impact.', 95)","These include green buildings, technologies and social programs such as Mastercard Impact Fund, COVID-19 response, and others with a commercially sustainable impact.",Mastercard,"These include green   buildings, technologies and social   programs such as Mastercard Impact   Fund, COVID-19 response, and others   with a commercially sustainable impact."
587,"('PRICELESS PLANET COALITION  Mastercard continued to work on forest   restoration projects globally through our   Priceless Planet Coalition, which unites    our partners in the commitment to   restore 100 million trees over five years.', 95)","Mastercard continued to work on forest restoration projects globally through our Priceless Planet Coalition, which unites our partners in the commitment to restore 100 million trees over five years.",Mastercard,"PRICELESS PLANET COALITION  Mastercard continued to work on forest   restoration projects globally through our   Priceless Planet Coalition, which unites    our partners in the commitment to   restore 100 million trees over five years."
588,"('Additionally, 15 new   restoration projects, announced in 2022,   have been added to the portfolio, for   a total of more than 12 million trees   funded through restoration grants.', 90)","continue at these Additionally, 15 new sites through 2022. restoration projects, announced in 2022, have been added to the portfolio, for a total of more than 12 million trees funded through restoration grants.",Mastercard,"Additionally, 15 new   restoration projects, announced in 2022,   have been added to the portfolio, for   a total of more than 12 million trees   funded through restoration grants."
589,"('CARBON CALCULATOR   Mastercard’s efforts to help consumers   understand how their purchases impact   the environment include our  Carbon   Calculator, which was launched in   collaboration with the Swedish fintech   Doconomy.', 95)","Mastercard’s efforts to help consumers understand how their purchases impact the environment include our Carbon Calculator, which was launched in collaboration with the Swedish fintech Doconomy.",Mastercard,"CARBON CALCULATOR   Mastercard’s efforts to help consumers   understand how their purchases impact   the environment include our  Carbon   Calculator, which was launched in   collaboration with the Swedish fintech   Doconomy."
591,"('When presented with   the approximate carbon impact of their   monthly card spend in their issuer’s   mobile banking app, cardholders can   choose to donate to forest restoration   initiatives that achieve significant   impact by counterbalancing CO2.', 95)","the approximate carbon impact of their monthly card spend in their issuer’s mobile banking app, cardholders can choose to donate to forest restoration initiatives that achieve significant impact by counterbalancing CO2.",Mastercard,"When presented with   the approximate carbon impact of their   monthly card spend in their issuer’s   mobile banking app, cardholders can   choose to donate to forest restoration   initiatives that achieve significant   impact by counterbalancing CO2."
593,"('We will continue reducing carbon   emissions from our operations through energy efficiency,   renewable energy and alternative fuel use.', 98)","emissions from our operations through energy efficiency, renewable energy and alternative fuel use.",Mastercard,"We will continue reducing carbon   emissions from our operations through energy efficiency,   renewable energy and alternative fuel use."
594,"('We are   continuing efforts with our suppliers, who account for   more than 70 percent of our Scope 3 emissions, through   engagement,  interventions  and  target-setting.', 96)","We are continuing efforts with our suppliers, who account for more than 70 percent of our Scope 3 emissions, through engagement, interventions and target-setting.",Mastercard,"We are   continuing efforts with our suppliers, who account for   more than 70 percent of our Scope 3 emissions, through   engagement,  interventions  and  target-setting."
595,"('We have developed a   supplier engagement program that will   help us achieve our 2040 net-zero goal.', 100)",help us achieve our 2040 net-zero goal.,Mastercard,We have developed a   supplier engagement program that will   help us achieve our 2040 net-zero goal.
596,"('In addition, our short-term target calls    for reducing Scope 1 and Scope 2 GHG   emissions by 38 percent, and Scope 3   GHG emissions by 20 percent, between   2016 and 2025, aligning us with the    2015 Paris Agreement.', 94)","In addition, our short-term target calls for reducing Scope 1 and Scope 2 GHG emissions by 38 percent, and Scope 3 GHG emissions by 20 percent, between 2016 and 2025, aligning us with the 2015 Paris Agreement.",Mastercard,"In addition, our short-term target calls    for reducing Scope 1 and Scope 2 GHG   emissions by 38 percent, and Scope 3   GHG emissions by 20 percent, between   2016 and 2025, aligning us with the    2015 Paris Agreement."
597,"('GHG Emissions Scope 3 Emissions', 90)",SCOPE 1 AND 2 EMISSIONS SCOPE 3 EMISSIONS,Mastercard,GHG Emissions Scope 3 Emissions
598,"('DATA CENTERS  All our owned data centers use    100 percent renewable energy.', 95)",All our owned data centers use 100 percent renewable energy.,Mastercard,DATA CENTERS  All our owned data centers use    100 percent renewable energy.
599,"('Two-thirds   of them rely on solar energy produced   on-site.', 93)",Two-thirds of them rely on solar energy produced on-site.,Mastercard,Two-thirds   of them rely on solar energy produced   on-site.
600,"('RENEWABLE ENERGY  Mastercard has been 100 percent   renewable since 2017, initially through the   purchase of renewable-energy credits.', 96)","Mastercard has been 100 percent renewable since 2017, initially through the purchase of renewable-energy credits.",Mastercard,"RENEWABLE ENERGY  Mastercard has been 100 percent   renewable since 2017, initially through the   purchase of renewable-energy credits."
602,"('The first and most effective   effort is implementing direct renewable   energy through on-site development,   which can be done only at our owned   facilities.', 95)","effort is implementing direct renewable energy through on-site development, which can be done only at our owned facilities.",Mastercard,"The first and most effective   effort is implementing direct renewable   energy through on-site development,   which can be done only at our owned   facilities."
603,"('This includes solar panels in our   O’Fallon, Missouri; Kansas City, Missouri;   and Purchase, New York, locations.', 96)","This includes solar panels in our O’Fallon, Missouri; Kansas City, Missouri; and Purchase, New York, locations.",Mastercard,"This includes solar panels in our   O’Fallon, Missouri; Kansas City, Missouri;   and Purchase, New York, locations."
604,"('Our second approach involves long-term   renewable-energy credit deals: We have   5- to 12-year agreements with our utility   providers or third parties in the U.K.,   Australia and other locations.', 96)","Our second approach involves long-term renewable-energy credit deals: We have 5- to 12-year agreements with our utility providers or third parties in the U.K., Australia and other locations.",Mastercard,"Our second approach involves long-term   renewable-energy credit deals: We have   5- to 12-year agreements with our utility   providers or third parties in the U.K.,   Australia and other locations."
605,"('The third   component is buying in-country renewable- energy credits at our global sites that   are too small for long-term agreements.', 97)",The third component is buying in-country renewable- energy credits at our global sites that are too small for long-term agreements.,Mastercard,The third   component is buying in-country renewable- energy credits at our global sites that   are too small for long-term agreements.
606,"('This helps “green the grid” by signaling a   demand for renewable-energy credits and   providing financing for renewable energy.', 97)",This helps “green the grid” by signaling a demand for renewable-energy credits and providing financing for renewable energy.,Mastercard,This helps “green the grid” by signaling a   demand for renewable-energy credits and   providing financing for renewable energy.
607,"('Our final approach, in countries without   a renewable-energy credit market, is to   purchase renewable-energy credits in   neighboring countries that are connected   to the same grid.', 95)","Our final approach, in countries without a renewable-energy credit market, is to purchase renewable-energy credits in neighboring countries that are connected to the same grid.",Mastercard,"Our final approach, in countries without   a renewable-energy credit market, is to   purchase renewable-energy credits in   neighboring countries that are connected   to the same grid."
608,"('Our goal is to reduce our   number of unbundled renewable-energy   credits and increase longer-term sources   of renewable energy.', 95)",Our goal is to reduce our number of unbundled renewable-energy credits and increase longer-term sources of renewable energy.,Mastercard,Our goal is to reduce our   number of unbundled renewable-energy   credits and increase longer-term sources   of renewable energy.
610,"('By the end of the fiscal year ending January 31, 2025, we plan to purchase or  generate enough renewable energy to match 100% of our global electricity usage  for our offices and data centers.', 99)","By the end of the fiscal year ending January 31, 2025, we plan to purchase or generate enough renewable energy to match 100% of our global electricity usage for our offices and data centers.",Nvidia,"By the end of the fiscal year ending January 31, 2025, we plan to purchase or  generate enough renewable energy to match 100% of our global electricity usage  for our offices and data centers."
611,"('We sourced 38% of our FY22 electricity use from renewable sources, a  13 percentage point increase from the previous year.', 99)","We sourced 38% of our FY22 electricity use from renewable sources, a 13 percentage point increase from the previous year.",Nvidia,"We sourced 38% of our FY22 electricity use from renewable sources, a  13 percentage point increase from the previous year."
612,"(""In addition to similarly advanced levels of energy- and water-efficient  design, this building features biophilic elements and a shade-providing external  trellis that will house 390 kW of solar panels to harness Santa Clara's sunny  weather."", 99)","In addition to similarly advanced levels of energy- and water-efficient design, this building features biophilic elements and a shade-providing external trellis that will house 390 kW of solar panels to harness Santa Clara's sunny weather.",Nvidia,"In addition to similarly advanced levels of energy- and water-efficient  design, this building features biophilic elements and a shade-providing external  trellis that will house 390 kW of solar panels to harness Santa Clara's sunny  weather."
613,"('Our Bengaluru, India site sourced almost 90% of building electricity use from  local solar projects, and we purchased green tariffs for four offices in Europe and  the united States.', 99)","Our Bengaluru, India site sourced almost 90% of building electricity use from local solar projects, and we purchased green tariffs for four offices in Europe and the united States.",Nvidia,"Our Bengaluru, India site sourced almost 90% of building electricity use from  local solar projects, and we purchased green tariffs for four offices in Europe and  the united States."
615,"('Supplier engagement 100% of key suppliers have an environmental program in place 80% of key suppliers have emissions reductions targets in place   Water and waste 33% reduction in potable water use per square foot 33% reduction in waste to landfill per square foot Emissions and energy 100% renewable energy use for Oracle Cloud 100% renewable energy use for Oracle Real Estate and Facilities 25% reduction in employee air travel emissions Overview Customers Employees Clean Cloud Operations Oracle Corporate Citizenship Report     Volunteering Health Giving Overview Education Sustainability 99', 91)",2025 Sustainability goals Emissions and energy 100% renewable energy use for Oracle Cloud 100% renewable energy use for Oracle Real Estate and Facilities 25% reduction in employee air travel emissions,Oracle,Supplier engagement 100% of key suppliers have an environmental program in place 80% of key suppliers have emissions reductions targets in place   Water and waste 33% reduction in potable water use per square foot 33% reduction in waste to landfill per square foot Emissions and energy 100% renewable energy use for Oracle Cloud 100% renewable energy use for Oracle Real Estate and Facilities 25% reduction in employee air travel emissions Overview Customers Employees Clean Cloud Operations Oracle Corporate Citizenship Report     Volunteering Health Giving Overview Education Sustainability 99
616,"('Highlights 100% renewable energy use at 51 Oracle offices  around the world 93,973 metric tonnes of carbon dioxide equivalent avoided and  millions of dollars saved as a result of   emissions reduction initiatives since 2015 20% decrease in total Scope 1 and Scope 2 emissions  from 2015 to 2019 Overview Customers Employees Clean Cloud Operations Oracle Corporate Citizenship Report     Volunteering Health Giving Overview Education Sustainability 100', 86)","93,973 metric tonnes of carbon dioxide equivalent avoided and millions of dollars saved as a result of emissions reduction initiatives since 2015 20% decrease in total Scope 1 and Scope 2 emissions from 2015 to 2019 100% renewable energy use at 51 Oracle offices around the world",Oracle,"Highlights 100% renewable energy use at 51 Oracle offices  around the world 93,973 metric tonnes of carbon dioxide equivalent avoided and  millions of dollars saved as a result of   emissions reduction initiatives since 2015 20% decrease in total Scope 1 and Scope 2 emissions  from 2015 to 2019 Overview Customers Employees Clean Cloud Operations Oracle Corporate Citizenship Report     Volunteering Health Giving Overview Education Sustainability 100"
617,"('We’ve already met our  2020 goal for 33% renewable energy use for Real Estate and Facilities, and have set  a new goal to achieve 100% by 2025.', 99)","We’ve already met our 2020 goal for 33% renewable energy use for Real Estate and Facilities, and have set a new goal to achieve 100% by 2025.",Oracle,"We’ve already met our  2020 goal for 33% renewable energy use for Real Estate and Facilities, and have set  a new goal to achieve 100% by 2025."
618,"('We have also set a new goal to achieve 100%  renewable energy use in Oracle Cloud by 2025.', 99)",We have also set a new goal to achieve 100% renewable energy use in Oracle Cloud by 2025.,Oracle,We have also set a new goal to achieve 100%  renewable energy use in Oracle Cloud by 2025.
619,"('Energy and emissions goals In September 2021, Cisco committed to net zero greenhouse  gas emissions by 2040, 10 years ahead of the time by which  climate scientists say the planet must reach net zero to avoid  the worst effects of climate change.', 99)","In September 2021, Cisco committed to net zero greenhouse gas emissions by 2040, 10 years ahead of the time by which climate scientists say the planet must reach net zero to avoid the worst effects of climate change.",Cisco,"Energy and emissions goals In September 2021, Cisco committed to net zero greenhouse  gas emissions by 2040, 10 years ahead of the time by which  climate scientists say the planet must reach net zero to avoid  the worst effects of climate change."
620,"('Accelerating use of renewable energy.', 100)","Strategies to help Cisco achieve net zero include: ● Continuing to increase the energy efficiency of our products through innovative product design ● Accelerating use of renewable energy ● Embracing hybrid work ● Investing in carbon removal solutions ● Further embedding sustainability and circular economy principles across our business Our goal is supported by near-term targets, including to reach net zero for all global Scope 1 and Scope 2 emissions by 2025.",Cisco,Accelerating use of renewable energy.
621,"('We met our previous Scope 1 and 2 goal, to reduce emissions  by 60 percent from fiscal 2007 levels by fiscal 2022, one year  early.', 98)","We met our previous Scope 1 and 2 goal, to reduce emissions by 60 percent from fiscal 2007 levels by fiscal 2022, one year early.",Cisco,"We met our previous Scope 1 and 2 goal, to reduce emissions  by 60 percent from fiscal 2007 levels by fiscal 2022, one year  early."
622,"('We also met our goal to use electricity generated from  renewable sources for 85 percent of our global electricity  demand by fiscal 2022 one year early.', 99)",We also met our goal to use electricity generated from renewable sources for 85 percent of our global electricity demand by fiscal 2022 one year early.,Cisco,We also met our goal to use electricity generated from  renewable sources for 85 percent of our global electricity  demand by fiscal 2022 one year early.
623,"('ON TRACK: 85% efficiency By FY25:  80% of Cisco component, manufacturing, and logistics  suppliers by spend will have a public, absolute GHG  emissions reduction target.', 95)","By FY25: By FY30: 80% of Cisco component, manufacturing, and logistics suppliers by spend will have a public, absolute GHG emissions reduction target.",Cisco,"ON TRACK: 85% efficiency By FY25:  80% of Cisco component, manufacturing, and logistics  suppliers by spend will have a public, absolute GHG  emissions reduction target."
624,"('Future By FY22:  Reduce total Cisco Scope 1 and 2 GHG emissions  worldwide by 60% absolute (FY07 base year).', 93)",Reduce Cisco supply chain-related Scope 3 GHG emissions by 30% absolute (FY19 base year).1 By FY22: By FY22: By FY25: Reduce total Cisco Scope 1 and 2 GHG emissions worldwide by 60% absolute (FY07 base year).,Cisco,Future By FY22:  Reduce total Cisco Scope 1 and 2 GHG emissions  worldwide by 60% absolute (FY07 base year).
625,"('ACHIEVED: 60% reduction By FY22:  Use electricity generated from renewable sources  for\xa0at least 85% of our global electricity.', 90)",ACHIEVED: 60% reduction Use electricity generated from renewable sources for at least 85% of our global electricity.,Cisco,ACHIEVED: 60% reduction By FY22:  Use electricity generated from renewable sources  for at least 85% of our global electricity.
626,"('ACHIEVED: 85% renewable By FY25:  Reach net zero greenhouse gas emissions for  Scope\xa01 and 2 (FY19 base year).', 89)",ACHIEVED: 85% renewable Reach net zero greenhouse gas emissions for Scope 1 and 2 (FY19 base year).,Cisco,ACHIEVED: 85% renewable By FY25:  Reach net zero greenhouse gas emissions for  Scope 1 and 2 (FY19 base year).
627,"('ACHIEVED: 85% renewable By FY22:   Improve large rack-mounted equipment system power  efficiency—as measured from the input power from  the facility to the board-mounted ASICs, memory, and  other chip devices—from 77% to 87% (FY16 base year).', 98)","By FY22: Improve large rack-mounted equipment system power efficiency—as measured from the input power from the facility to the board-mounted ASICs, memory, and other chip devices—from 77% to 87% (FY16 base year).",Cisco,"ACHIEVED: 85% renewable By FY22:   Improve large rack-mounted equipment system power  efficiency—as measured from the input power from  the facility to the board-mounted ASICs, memory, and  other chip devices—from 77% to 87% (FY16 base year)."
628,"('The Cisco 8201 consumes 96 percent  less energy per year than the NCS 6008, while supplying  35\xa0percent more bandwidth, as well as being five\xa0times  more\xa0power-efficient than its closest competitor.', 98)","The Cisco 8201 consumes 96 percent less energy per year than the NCS 6008, while supplying 35 percent more bandwidth, as well as being five times more power-efficient than its closest competitor.",Cisco,"The Cisco 8201 consumes 96 percent  less energy per year than the NCS 6008, while supplying  35 percent more bandwidth, as well as being five times  more power-efficient than its closest competitor."
629,"('These  technology improvements, along with the use of 80\xa0Plus  Titanium-rated power supplies, can reduce the energy  consumption of a fully loaded chassis by 11 percent over\xa0the  previous design, which equates to 689.8 kWh per year for a  single rack server, or around 3000 metric tonnes of CO2e per  10,000\xa0units.', 98)","These technology improvements, along with the use of 80 Plus Titanium-rated power supplies, can reduce the energy consumption of a fully loaded chassis by 11 percent over the previous design, which equates to 689.8 kWh per year for a single rack server, or around 3000 metric tonnes of CO2e per 10,000 units.",Cisco,"These  technology improvements, along with the use of 80 Plus  Titanium-rated power supplies, can reduce the energy  consumption of a fully loaded chassis by 11 percent over the  previous design, which equates to 689.8 kWh per year for a  single rack server, or around 3000 metric tonnes of CO2e per  10,000 units."
630,"('To reduce our Scope 1  and 2 GHG emissions,  we’ve completed  hundreds of energy  efficiency and renewable  energy projects over the  past five fiscal years.', 96)","To reduce our Scope 1 and 2 GHG emissions, we’ve completed hundreds of energy efficiency and renewable energy projects over the past five fiscal years.",Cisco,"To reduce our Scope 1  and 2 GHG emissions,  we’ve completed  hundreds of energy  efficiency and renewable  energy projects over the  past five fiscal years."
631,"('To achieve and maintain our Scope 1 and 2 GHG  reductions, we have invested US$45 million between fiscal  2018 and fiscal 2022 to implement hundreds of efficiency  projects such as improving airflow in our labs, installing LED  lighting, and optimizing our mechanical equipment.', 99)","360 projects 118 GWh of energy avoided  52,250 metric tonnes of  CO2e avoided To achieve and maintain our Scope 1 and 2 GHG reductions, we have invested US$45 million between fiscal 2018 and fiscal 2022 to implement hundreds of efficiency projects such as improving airflow in our labs, installing LED lighting, and optimizing our mechanical equipment.",Cisco,"To achieve and maintain our Scope 1 and 2 GHG  reductions, we have invested US$45 million between fiscal  2018 and fiscal 2022 to implement hundreds of efficiency  projects such as improving airflow in our labs, installing LED  lighting, and optimizing our mechanical equipment."
632,"('In fiscal 2021, we sourced 1.3 million MWh of renewable energy,  including 100\xa0percent of the electricity used at Cisco facilities  in the United States, Canada, and several European countries.', 99)","In fiscal 2021, we sourced 1.3 million MWh of renewable energy, including 100 percent of the electricity used at Cisco facilities in the United States, Canada, and several European countries.",Cisco,"In fiscal 2021, we sourced 1.3 million MWh of renewable energy,  including 100 percent of the electricity used at Cisco facilities  in the United States, Canada, and several European countries."
633,"('We sourced 200 GWh of solar renewable energy certificates  (RECs) generated in North Carolina and continued to participate  in Duke Energy’s Green Rider program to increase the amount  of local renewable energy we procure for our Research Triangle  Park campus.', 98)",We sourced 200 GWh of solar renewable energy certificates (RECs) generated in North Carolina and continued to participate in Duke Energy’s Green Rider program to increase the amount of local renewable energy we procure for our Research Triangle Park campus.,Cisco,We sourced 200 GWh of solar renewable energy certificates  (RECs) generated in North Carolina and continued to participate  in Duke Energy’s Green Rider program to increase the amount  of local renewable energy we procure for our Research Triangle  Park campus.
