,key,sentences,company_label,label
411,411,"Through its regional energy and climate strategy, TJX Canada avoided or offset over 35,500 metric tons of CO2e calculated for its fiscal 2021 GHG inventory.",TJX,rel
412,412,"Conserving Energy: In fiscal 2021, TJX Canada continued to implement technologies, like LED lighting and HVAC replacements, which reduced our GHG inventory by over 739,000 kilowatt hours.",TJX,rel
413,413,"TJX Canada has purchased wind energy since fiscal 2017, which Renewable Energy: reduces its annual Scope 2 market-based emissions by about 83% annually and its total market-based emissions by about 47%.",TJX,rel
414,414,Conserving Energy: Installing LED lighting in new and remodeled stores and processing centers.,TJX,rel
415,415,"In fiscal 2021, LED lighting was installed across 32 stores in the U.K. resulting in a savings of 37% and more than 1.6 million kilowatt hours.",TJX,rel
416,416,Renewable Energy: TJX Europe expanded its renewable energy sourcing strategy to include the U.K. operations and purchased an additional 90 million kilowatt hours of energy made from renewable sources in fiscal 2021 compared to fiscal 2020.,TJX,rel
417,417,"Together with the renewable energy sourced for our Ireland operations, TJX Europe helped reduce TJX’s global corporate market-based GHG inventory by over 34,000 metric tons of CO2e.",TJX,rel
418,418,direct operations and business travel.,TJX,rel
419,419,"In fiscal 2021, we sourced over 325 million kilowatt hours of renewable energy in total, generated from a variety of technologies.",TJX,rel
420,420,"Together, our renewable and low-carbon energy sourcing strategy in fiscal 2021 enabled us to reduce our Scope 2 market-based GHG inventory by more than 146,000 metric tons of CO2e, or by about 25% over the prior year.",TJX,rel
421,421,"Under our science-based target goal linked to our annual CDP reporting, we have committed to reducing our Scope 1 and Scope 2 carbon dioxide emissions 2.1% per year to achieve a 40% reduction by 2030 and a 50% reduction by 2035.",HomeDepot,rel
422,422,"investments in helped us achieve a 22% reduction in the carbon dioxide emitted for each dollar of revenue we earned, compared to 2019.",HomeDepot,rel
423,423,"Across our U.S. stores, we’ve cut electricity use 44% since 2010.",HomeDepot,rel
424,424,"We did that by installing LED lighting, efficiency-driving building automation systems, updated air-conditioning and heating systems and more.",HomeDepot,rel
425,425,"After In 2020, our U.S. stores reduced electricity use by more than 14% year over year.",HomeDepot,rel
426,426,"We boosted our alternative and renewable energy capacity by more than 13%, compared to 2019.",HomeDepot,rel
427,427,"Furthermore, at the end of 2020, solar farms were operating atop 71 U.S. stores — up from 47 stores in 2019.",HomeDepot,rel
428,428,"We installed 836 energy-efficient heating, air-conditioning and ventilation systems in more than 70 U.S. stores in 2020.",HomeDepot,rel
429,429,"In 2020, we installed hydrogen fuel cells at nine U.S. supply chain facilities, giving us 12 locations with emissions-free fuel for forklifts.",HomeDepot,rel
430,430,We estimate these fuel cells helped us reduce electricity consumption by about 16 million kilowatt hours in 2020.,HomeDepot,rel
431,431,"We estimate our customers’ purchases of Energy Star products in 2020 helped reduce annual electricity use by 7.5 billion kilowatt hours, saving over $1 billion on energy costs and lowering carbon emissions by over 5 million metric tons.",HomeDepot,rel
432,432,"In 2020, our solar program completed installations at over 4,500 homes, giving our customers the capacity to produce nearly 34,000 kilowatts of solar energy.",HomeDepot,rel
433,433,The Home Depot provided over 3.4 million pounds of shredded paper for recycling in 2020.,HomeDepot,rel
434,434,Here’s how that helped the planet: Avoided 2.5 million pounds of CO2 emissions,HomeDepot,rel
435,435,"In 2021, the lighting retrofit projects contributed to the reduction of our overall energy consumption by more than 11% from 2020.",Lowes,rel
436,436,"Our first renewable power purchase agreement, the Mesquite Star wind farm in Texas, produced more than 280,000 MWh of energy in 2021, its first full year of operation.",Lowes,rel
437,437,This production helped reduce our carbon emissions by more than 4% from our 2016 baseline.,Lowes,rel
438,438,Our emissions reduction journey began in earnest in 2019 with our goal—approved by the SBTi—to reduce our retail purchased goods and services emissions by 30% by 2030 from a 2017 baseline.,Target,rel
439,439,"We are also working on sourcing 100% of our electricity from renewable sources by 2030 for our operations, with an interim goal of 60% by 2025.",Target,rel
440,440,Our off-site projects invest in the use of renewables in communities where we operate.,Target,rel
441,441,"In 2020, we signed several renewable power purchase and utility agreements.",Target,rel
442,442,"To date, Target has certified 59 stores to the U.S. Environmental Protection Agency (EPA)’s GreenChill standards and installed around 15,000 hydrofluorocarbon (HFC)-free units in our stores, accounting for approximately 57% of our operations’ refrigerants in stand-alone cases.",Target,rel
443,443,What We Achieved Planet (Environment),Target,rel
444,444,All of our actions to address climate change support our top-level commitment to be a net zero enterprise by 2040.,Target,rel
445,445,"We have reduced our scope 1 emissions, or the direct emissions from owned or controlled sources, and scope 2 emissions, or the indirect emissions from the generation of purchased energy, by 92% from the 2019 baseline.",BookingHoldings,rel
446,446,"By the end of 2030, we aim to reduce our scope 1 and 2 emissions by 95%.",BookingHoldings,rel
447,447,Our reduction thus far has been primarily due to our 2021 transition to 100% renewable electricity across our enterprise through the purchase of unbundled energy attribute certificates (EACs) that matched our total electricity consumption for the year of which 92% is compliant with the RE100 market boundary criteria.,BookingHoldings,rel
448,448,We set a target reduction of 50% in scope 3 carbon emissions by 2030.,BookingHoldings,rel
449,449,This carbon sequestration project prevents emissions that would have otherwise been caused by logging activities.,BookingHoldings,rel
450,450,"The project area connects a network of protected lands into one contiguous conservation area of over 100,000 hectares, preserving habitat for at-risk native wildlife and acting as a ""living laboratory"" for scientists conducting research.",BookingHoldings,rel
451,451,The Genneia Wind project is installing 71 state-of-the-art wind turbines across six wind farms in Argentina.,BookingHoldings,rel
452,452,"This grid-connected, run-of-river hydroelectricity plant is built on the upper banks of the Musi River near the port city of Bengkulu.",BookingHoldings,rel
453,453,"It delivers enough energy to meet the demands of over 700,000 Indonesians on average each year.",BookingHoldings,rel
454,454,"The Kariba project protects almost 785,000 hectares of forests near the Zimbabwe-Zambia border.",BookingHoldings,rel
455,455,"It is registered with REDD+, a United Nations–backed program that aims to stop the destruction of forests.",BookingHoldings,rel
456,456,We offset emissions that we are unable to reduce through the purchase of credible carbon offset projects from organizations such as Gold Standard and Verified Carbon Standard (VCS).,BookingHoldings,rel
457,457,"Our primary strategy for offsetting is avoidance and nature-based solutions, and in the near future we will transition to carbon removal projects.",BookingHoldings,rel
458,458,"In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e The 6.8 million metric tons of vehicle CO2e savings estimate is based on the net CO2e savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California).",Tesla,rel
459,459,"The 1.6 million metric tons of solar + storage CO2e savings estimate is based on CO2e avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our energy storage products.",Tesla,rel
460,460,"Geographic distribution of our deliveries (both vehicle and solar), grid mix at the country, state and province level and upstream emissions are reflected in these figures.",Tesla,rel
461,461,"In 2019, Amazon co-founded The Climate Pledge— a commitment to achieve net-zero carbon emissions across our business by 2040 and to invite others to sign on to this new level of ambition.",Amazon,rel
462,462,"Deploying 100,000 custom electric delivery vehicles by 2030",Amazon,rel
463,463,"Our renewable energy investments made Amazon the world’s largest corporate buyer of renewable energy in 2020, and we achieved 65% renewable energy across our operations, up from 42% in 2019.",Amazon,rel
464,464,"While Amazon’s business grew significantly in 2020 and our absolute carbon emissions increased 19% during the same period, our overall carbon intensity decreased 16%, from 122.8 grams of CO2e per dollar of GMS in 2019 to 102.7 grams of CO2e per dollar of GMS in 2020.",Amazon,rel
465,465,This carbon intensity value is in line with the targets we are developing,Amazon,rel
466,466,Nearly half of our carbon intensity improvement is a result of our investments in renewable energy and operational efficiency enhancements.,Amazon,rel
467,467,A third of this improvement reflects a shift in customer and employee behavior due to the COVID-19 pandemic.,Amazon,rel
468,468,"Nature-based solutions are conservation, restoration, and improved land management activities that increase carbon storage in areas such as forests, wetlands, peatlands, and grasslands.",Amazon,rel
469,469,"Amazon uses nature-based solutions to mitigate carbon emissions outside of our value chain, supplementing the carbon-reduction efforts we are driving across our business operations.",Amazon,rel
470,470,"As of June 2021, Amazon has 232 solar and wind projects across the globe.",Amazon,rel
471,471,"These projects have a combined capacity to generate 10,000 megawatts (MW) and deliver 27 million megawatt hours (MWh) of energy annually.",Amazon,rel
472,472,These projects helped power the 24 million MWh of electricity consumed by Amazon in 2020 and led to a 4% reduction in our carbon emissions from purchased electricity from 2019 to 2020.,Amazon,rel
473,473,"As of June 2021, Amazon’s largest renewable energy investment is a wind project in the Netherlands.",Amazon,rel
474,474,"Scheduled for operation by 2024, this offshore wind farm will have an overall capacity of 759 MW.",Amazon,rel
475,475,Amazon is purchasing more than half of that capacity—a total of 380 MW—to power our operations in Europe.,Amazon,rel
476,476,"A solar farm in Pittsylvania County, Virginia, will power Amazon’s new headquarters in Arlington and other Amazon operations in the region, including Whole Foods Market stores and Amazon fulfillment centers.",Amazon,rel
477,477,Amazon is sharing the project with Arlington County through a public- private partnership.,Amazon,rel
478,478,"Amazon has contracted 82 MW of the new 120- MW solar farm and Arlington County will take the remainder of the energy generated from this project, which is planned for completion by the first quarter of 2022.",Amazon,rel
479,479,Our first operational off-site project in Europe is the Alcalá de Guadaíra solar park in Spain.,Amazon,rel
480,480,"This solar project provides 149 MW of renewable energy for Amazon logistics facilities and AWS data centers in Spain, equivalent to the energy needed to supply more than 30,000 Spanish homes.",Amazon,rel
481,481,Our first renewable energy project in Singapore is a 62-MW system of ground-mounted solar panels.,Amazon,rel
482,482,This system allows for the solar panels to be optimally positioned to capture sun exposure as weather conditions change.,Amazon,rel
483,483,"Upon its completion in 2022, the project is expected to generate 80,000 MWh of clean energy annually, enough to power more than 10,000 homes in Singapore.",Amazon,rel
484,484,"In 2019, we installed the largest rooftop solar array in the state of Colorado at an Amazon fulfillment center in Thornton.",Amazon,rel
485,485,"The solar array comprises more than 17,000 panels spanning 19 acres, approximately the size of 14 football fields.",Amazon,rel
486,486,"The 6-MW system generates enough energy to provide up to 45% of the 855,000-square-foot facility’s annual energy needs.",Amazon,rel
487,487,"In 2020, we unveiled Amazon’s largest solar rooftop installation in Europe at a fulfillment center in the UK.",Amazon,rel
488,488,"The facility is outfitted with more than 11,500 solar panels, which generate enough electricity to power the equivalent of 700 homes in the UK for one year.",Amazon,rel
489,489,"In FY21, NIKE made strides toward our target to reach 100% renewable electricity in NIKE owned or operated facilities.",Nike,rel
490,490,"In September 2020, NIKE’s groundbreaking virtual power purchase agreement (vPPA) in Spain went live, covering our owned or operated electricity footprint in Europe.",Nike,rel
491,491,"Iberdrola, S.A.’s Cavar wind project provides NIKE’s European operations with 110,000 MWh per year of renewable electricity.",Nike,rel
492,492,"This project, along with PPAs delivering power across the U.S. and Canada and various onsite solar projects globally, brings NIKE to 78% of our 100% renewable energy target in owned or operated facilities.",Nike,rel
493,493,"The solar array is center in Mexico, a rooftop solar array estimated to produce 1,000 MWh annually, covering ~50% of the facility’s electricity needs and representing more than 10% of NIKE’s load in Mexico.",Nike,rel
494,494,"In Belgium, at our Converse European Logistics Campus, a rooftop solar array also went live and is estimated to produce 3,000 MWh annually, covering a significant portion of the facility’s electricity needs.",Nike,rel
495,495,transportation vehicles due to reduction in services at our WHQ campus.,Nike,rel
496,496,"In FY21, NIKE launched onsite solar programs in Vietnam and Indonesia, and suppliers added significant onsite solar PV capacity, with 25 facilities signing contracts for 32 MW of solar energy.",Nike,rel
497,497,"In total, our investments in these pilots secured alternative about 4% of our total inbound volume, resulting in the reduction fuels for of approximately 11,000 metric tons of carbon emissions.",Nike,rel
498,498,0.5M metric tons of GHG emissions reduced through increasing our use of environmentally preferred materials to 50% of all key materials39,Nike,rel
499,499,"2030 Planet Goals Carbon 50% absolute reduction in scope 1, 2 and 3 greenhouse (GHG) emissions representing all of Starbucks direct operations and value chain.",Starbucks,rel
500,500,"With performance-based standards that incorporate design and extend throughout the life of a store, Starbucks Greener Stores in North America have reduced energy consumption by 30% compared with the company’s prior store designs.",Starbucks,rel
501,501,"Worldwide, Starbucks purchases enough renewable electricity to power 100% of our company-operated stores in the U.S., Canada and U.K.",Starbucks,rel
502,502,"In FY21, renewable energy powered 66% of company-operated facilities globally compared to 72% in FY20,",Starbucks,rel
503,503,"In this context we announced three new industry-leading environmental goals in October 2020: achieve net-zero emissions by 2025, move to zero waste and plan for water risk.",Accenture,rel
504,504,"We’ll focus first on actual reductions in our emissions by powering our offices with 100% renewable energy, engaging key suppliers to reduce their emissions and equipping our people to make climate-smart travel decisions.",Accenture,rel
505,505,"To address remaining emissions, we’ll invest in proprietary, nature-based carbon removal solutions, such as large-scale tree planting, that will directly remove carbon emissions from the atmosphere.",Accenture,rel
506,506,"In addition, at Accenture in Sweden, we have committed to reduce our CO2 emissions from air travel with 50% per employee by 2023, with fiscal year 2018 as the baseline.",Accenture,rel
507,507,"To reach our net-zero goal by 2025, we will reduce emissions by powering offices with 100% renewable electricity, engaging key suppliers to reduce their emissions and equipping Accenture’s people to make climate-smart travel decisions.",Accenture,rel
508,508,"Because we do not own our office buildings, our plans to increase renewable electricity are not heavily focused on on-site renewable generation.",Accenture,rel
509,509,"Rather, we are engaging market based renewable electricity purchase opportunities.",Accenture,rel
510,510,"In locations where Accenture owns electricity procurement decisions, we can move fast to make changes.",Accenture,rel
511,511,"In locations where energy is purchased on our behalf, we are collaborating with building management and others to improve our renewable electricity mix.",Accenture,rel
512,512,"In Sweden, 99% of our electricity consumption came from renewable sources in fiscal 2021.",Accenture,rel
513,513,"By 2025, Accenture globally aims to reduce our absolute greenhouse gas emissions by 11%, our scope* 1 and 2 greenhouse gas emissions by 65% and scope 1, 2 and 3 emissions per unit of revenue intensity by 40%.",Accenture,rel
514,514,"Our progress against those goals in 2020: • Total emissions—reflecting short-term impacts of the pandemic—decreased by 32% from our baseline, exceeding one aspect of our 2025 target.",Accenture,rel
515,515,• Scope 1 and 2 were reduced by 39%.,Accenture,rel
516,516,Emissions per unit of revenue were reduced by 45%.,Accenture,rel
517,517,"Purchasing several additional GHG abatement units in 2021 that are expected to result in a 14% reduction in greenhouse gas emissions at our Fort Collins manufacturing facility Upgrading one chiller to increase efficiency and provide greater capability, with anticipated savings of 167,000 kWh of electricity per year",Broadcom,rel
518,518,Electricity usage at our facilities accounts for approximately 71% of our total energy consumption and approximately 56% of our overall Scope 1 and 2 (location-based) GHG emissions.,Broadcom,rel
519,519,"Our second largest source of GHG emissions are PFCs and process gases, which are used in processing equipment at our manufacturing facilities, and account for approximately 34% of our overall Scope 1 and 2 (location-based) GHG emissions.",Broadcom,rel
520,520,"For U.S. facilities, we reduced total energy consumption by 7.3% and total Scope 1 and Scope 2 (location-based) emissions by 3.6% in 2021 compared to 2020.",Broadcom,rel
521,521,"Our Hyderabad, India office installed a variable frequency drive (VFD) control panel for one of their buildings in July 2021.",Broadcom,rel
522,522,"VFDs are used to control the speed of alternating current (AC) motors by varying the frequency supplied to the motor, therefore limiting the amount of electricity usage in the building.",Broadcom,rel
523,523,"This project is estimated to save up to 120,000 kWh of electricity or reduce emissions by 90 tCO2e annually.",Broadcom,rel
524,524,"Our Penang, Malaysia office expects to save roughly 66,000 kWh of energy per year and reduce emissions by 44 tCO2e from the replacement of several units of florescent lamps with LEDs and through the installation of an inverter control for the building’s chiller.",Broadcom,rel
525,525,"Our Beijing, China office installed occupancy sensors for public area lighting, an initiative that saves up to 8,400 kWh of electricity and reduces emissions by 5 tCO2e per year.",Broadcom,rel
526,526,"Our Breinigsville, Pennsylvania manufacturing facility is converting ten pumps from wet to dry, a transition that saves 50,000 kWh of energy annually, reduces emissions by 16 tCO2e per year and reduces the consumption of hydrocarbon and Polytetrafluoroethylene (PTFE) based oils by 95%.",Broadcom,rel
527,527,"We To further our efforts to promote environmental stewardship and inclusive growth, we issued our first-ever Sustainability Bond in March 2021.",Mastercard,rel
528,528,"Net proceeds from the 10-year, $600 million senior notes will be allocated to eligible ESG investments, expenditures and contributions.",Mastercard,rel
529,529,"These include green buildings, technologies and social programs such as Mastercard Impact Fund, COVID-19 response, and others with a commercially sustainable impact.",Mastercard,rel
530,530,"In 2021, we moved up the target date of our commitment to reach net-zero emissions by a decade, from 2050 to 2040.",Mastercard,rel
531,531,"Mastercard continued to work on forest restoration projects globally through our Priceless Planet Coalition, which unites our partners in the commitment to restore 100 million trees over five years.",Mastercard,rel
532,532,"continue at these Additionally, 15 new sites through 2022. restoration projects, announced in 2022, have been added to the portfolio, for a total of more than 12 million trees funded through restoration grants.",Mastercard,rel
533,533,"Mastercard’s efforts to help consumers understand how their purchases impact the environment include our Carbon Calculator, which was launched in collaboration with the Swedish fintech Doconomy.",Mastercard,rel
534,534,"the approximate carbon impact of their monthly card spend in their issuer’s mobile banking app, cardholders can choose to donate to forest restoration initiatives that achieve significant impact by counterbalancing CO2.",Mastercard,rel
535,535,"emissions from our operations through energy efficiency, renewable energy and alternative fuel use.",Mastercard,rel
536,536,"We are continuing efforts with our suppliers, who account for more than 70 percent of our Scope 3 emissions, through engagement, interventions and target-setting.",Mastercard,rel
537,537,help us achieve our 2040 net-zero goal.,Mastercard,rel
538,538,"In addition, our short-term target calls for reducing Scope 1 and Scope 2 GHG emissions by 38 percent, and Scope 3 GHG emissions by 20 percent, between 2016 and 2025, aligning us with the 2015 Paris Agreement.",Mastercard,rel
539,539,All our owned data centers use 100 percent renewable energy.,Mastercard,rel
540,540,Two-thirds of them rely on solar energy produced on-site.,Mastercard,rel
541,541,"Mastercard has been 100 percent renewable since 2017, initially through the purchase of renewable-energy credits.",Mastercard,rel
542,542,"effort is implementing direct renewable energy through on-site development, which can be done only at our owned facilities.",Mastercard,rel
543,543,"This includes solar panels in our O’Fallon, Missouri; Kansas City, Missouri; and Purchase, New York, locations.",Mastercard,rel
544,544,"Our second approach involves long-term renewable-energy credit deals: We have 5- to 12-year agreements with our utility providers or third parties in the U.K., Australia and other locations.",Mastercard,rel
545,545,The third component is buying in-country renewable- energy credits at our global sites that are too small for long-term agreements.,Mastercard,rel
546,546,This helps “green the grid” by signaling a demand for renewable-energy credits and providing financing for renewable energy.,Mastercard,rel
547,547,"Our final approach, in countries without a renewable-energy credit market, is to purchase renewable-energy credits in neighboring countries that are connected to the same grid.",Mastercard,rel
548,548,Our goal is to reduce our number of unbundled renewable-energy credits and increase longer-term sources of renewable energy.,Mastercard,rel
549,549,"By the end of the fiscal year ending January 31, 2025, we plan to purchase or generate enough renewable energy to match 100% of our global electricity usage for our offices and data centers.",Nvidia,rel
550,550,"We sourced 38% of our FY22 electricity use from renewable sources, a 13 percentage point increase from the previous year.",Nvidia,rel
551,551,"In addition to similarly advanced levels of energy- and water-efficient design, this building features biophilic elements and a shade-providing external trellis that will house 390 kW of solar panels to harness Santa Clara's sunny weather.",Nvidia,rel
552,552,"Our Bengaluru, India site sourced almost 90% of building electricity use from local solar projects, and we purchased green tariffs for four offices in Europe and the united States.",Nvidia,rel
553,553,2025 Sustainability goals Emissions and energy 100% renewable energy use for Oracle Cloud 100% renewable energy use for Oracle Real Estate and Facilities 25% reduction in employee air travel emissions,Oracle,rel
554,554,"We’ve already met our 2020 goal for 33% renewable energy use for Real Estate and Facilities, and have set a new goal to achieve 100% by 2025.",Oracle,rel
555,555,We have also set a new goal to achieve 100% renewable energy use in Oracle Cloud by 2025.,Oracle,rel
556,556,Reduce Cisco supply chain-related Scope 3 GHG emissions by 30% absolute (FY19 base year).1 By FY22: By FY22: By FY25: Reduce total Cisco Scope 1 and 2 GHG emissions worldwide by 60% absolute (FY07 base year).,Cisco,rel
557,557,ACHIEVED: 60% reduction Use electricity generated from renewable sources for at least 85% of our global electricity.,Cisco,rel
558,558,"By FY22: Improve large rack-mounted equipment system power efficiency—as measured from the input power from the facility to the board-mounted ASICs, memory, and other chip devices—from 77% to 87% (FY16 base year).",Cisco,rel
559,559,"By FY25: By FY30: 80% of Cisco component, manufacturing, and logistics suppliers by spend will have a public, absolute GHG emissions reduction target.",Cisco,rel
560,560,"Strategies to help Cisco achieve net zero include: ● Continuing to increase the energy efficiency of our products through innovative product design ● Accelerating use of renewable energy ● Embracing hybrid work ● Investing in carbon removal solutions ● Further embedding sustainability and circular economy principles across our business Our goal is supported by near-term targets, including to reach net zero for all global Scope 1 and Scope 2 emissions by 2025.",Cisco,rel
561,561,"In September 2021, Cisco committed to net zero greenhouse gas emissions by 2040, 10 years ahead of the time by which climate scientists say the planet must reach net zero to avoid the worst effects of climate change.",Cisco,rel
562,562,"We met our previous Scope 1 and 2 goal, to reduce emissions by 60 percent from fiscal 2007 levels by fiscal 2022, one year early.",Cisco,rel
563,563,We also met our goal to use electricity generated from renewable sources for 85 percent of our global electricity demand by fiscal 2022 one year early.,Cisco,rel
564,564,"The Cisco 8201 consumes 96 percent less energy per year than the NCS 6008, while supplying 35 percent more bandwidth, as well as being five times more power-efficient than its closest competitor.",Cisco,rel
565,565,"These technology improvements, along with the use of 80 Plus Titanium-rated power supplies, can reduce the energy consumption of a fully loaded chassis by 11 percent over the previous design, which equates to 689.8 kWh per year for a single rack server, or around 3000 metric tonnes of CO2e per 10,000 units.",Cisco,rel
566,566,"360 projects 118 GWh of energy avoided 52,250 metric tonnes of CO2e avoided To achieve and maintain our Scope 1 and 2 GHG reductions, we have invested US$45 million between fiscal 2018 and fiscal 2022 to implement hundreds of efficiency projects such as improving airflow in our labs, installing LED lighting, and optimizing our mechanical equipment.",Cisco,rel
567,567,"In fiscal 2021, we sourced 1.3 million MWh of renewable energy, including 100 percent of the electricity used at Cisco facilities in the United States, Canada, and several European countries.",Cisco,rel
568,568,We sourced 200 GWh of solar renewable energy certificates (RECs) generated in North Carolina and continued to participate in Duke Energy’s Green Rider program to increase the amount of local renewable energy we procure for our Research Triangle Park campus.,Cisco,rel
569,569,"To reduce our Scope 1 and 2 GHG emissions, we’ve completed hundreds of energy efficiency and renewable energy projects over the past five fiscal years.",Cisco,rel
570,570,6.6 GWh of energy avoided 2700 metric tonnes of CO2e avoided,Cisco,rel
571,571,"In FY21 and FY22, Microsoft successfully contracted to remove 2.5 million mtCO2, meeting our cumulative two-year goal.",Microsoft,rel
572,572,1 We are engaging suppliers and our business groups to cut our Scope 3 emissions by more than 50 percent and we’ll rely on carbon removal to reach carbon negative.,Microsoft,rel
573,573,"Our commitment: carbon negative by 2030 and by 2050 to remove from the atmosphere an equivalent amount of all the carbon dioxide our company has emitted either directly or by our electricity consumption since we were founded in 1975. reach carbon negative by 2030 is simple—we will reduce our Scope 1 and 2 zero by improving efficiency, adopting relatively emissions to near new solutions, and purchasing zero carbon energy.",Microsoft,rel
574,574,"Reduced Scope 1 and 2 by 16.9% We reduced our Scope 1 and 2 (market- based) emissions by 58,654 metric tons of carbon dioxide equivalents (mtCO2) in FY21.",Microsoft,rel
575,575,Scope 3 emissions increased by 22.7 percent.,Microsoft,rel
576,576,"In FY21, we signed new power purchase agreements (PPAs) for approximately 5.8 gigawatts (GW) of renewable energy across 10 countries around the globe, totaling more than 8 GW of renewable energy via PPAs or long-term contracts.",Microsoft,rel
577,577,"This includes 1.4 million mtCO2 2 contracted in FY21 and 1.1 million mtCO2 contracted to date in FY22, on path to meet our goal of 1.5 million mtCO2 in FY22.",Microsoft,rel
578,578,Our total company emissions (market-based) in 2021 were approximately 14 million mtCO2.,Microsoft,rel
579,579,"Of this total, about 120,000 mtCO2 were Scope 1 emissions at Microsoft datacenters and campuses.",Microsoft,rel
580,580,"Taking into account our renewable energy purchases, our Scope 2 emissions were approximately 160,000 mtCO2.",Microsoft,rel
581,581,"The bulk of our emissions—more than 97 percent—are in Scope 3, which includes emissions from our supply chain, the lifecycle of our hardware products and devices, travel, and other indirect sources.",Microsoft,rel
582,582,"While our combined Scope 1 and 2 emissions decreased this year, we did see an increase in Scope 3 emissions, driven mainly by the growth of our cloud services business and an increase in sales and usage of our devices.",Microsoft,rel
583,583,efficient is a key first step in reducing our emissions.,Microsoft,rel
584,584,"We are changing the way we build and operate facilities, using all-electric efficient system designs like the use of geothermal energy and thermal energy recovery, and improving the efficiency of our cloud.",Microsoft,rel
585,585,within substantial portion of the energy footprint of buildings.,Microsoft,rel
586,586,We have seen a 12 percent increase in median efficiency based on energy estimates and plan to implement Bonsai in the 12 remaining chiller plants this fiscal year.,Microsoft,rel
587,587,"In the past, energy conservation measures (ECM) projects took more than 12 months.",Microsoft,rel
588,588,Bonsai enabled us to build a model and test recommendations in two to four weeks with comparable results.,Microsoft,rel
589,589,"At the Bengaluru Cosmo office site, we installed an uninterruptible power supply (UPS) with flywheel to store kinetic energy to provide backup power without the need for lead acid batteries typically used in conventional UPS.",Microsoft,rel
590,590,"The UPS flywheel has the additional benefit of avoiding thousands of metric tons of carbon emissions over its 20-year lifecycle and avoiding 1,500 lead acid batteries treated as hazardous waste at end-of-life.",Microsoft,rel
591,591,"Already, we’ve contracted for more than 8 GW of renewable energy.",Microsoft,rel
592,592,"In addition to these purchases, we’re using our campuses have installed on-site renewables at select campuses At our Silicon Valley campus, a solar panel will offset energy consumption up to 15 percent.",Microsoft,rel
593,593,"system Our Beijing and Shanghai Zizhu campuses have made similar efforts, installing photovoltaic (PV) solar panels on empty roof space in FY20 which are expected to generate 15,450 MWh of electricity over the next 25 years to power the campus.",Microsoft,rel
594,594,LinkedIn’s new campus in Omaha features an on-site solar array over the parking structure.,Microsoft,rel
595,595,"The system has an estimated annual output of approximately 750,000 kWh/year of electricity, equivalent to about 15 percent of all site energy usage, and is being integrated with on-site battery storage to help reduce peak demand and address any intermittent excess solar generation produced by the array.",Microsoft,rel
596,596,"In 2021, we unveiled our plans for a new, hyper-efficient thermal energy center for our Puget Sound campus, which utilizes geothermal wells to heat and cool our buildings—resulting in a 50 percent reduction in energy usage compared to the typical utility plant.",Microsoft,rel
597,597,"In our Silicon Valley campus, thermal energy storage tanks will support the closed loop water system that provides all heating and cooling needs for the campus.",Microsoft,rel
598,598,fuel at and moving to all electric kitchens.,Microsoft,rel
599,599,"The datacenter’s generators run on Preem Evolution Diesel Plus, the world’s first Nordic Eco-labelled fuel, which contains at least 50 percent renewable raw material, and nearly an equivalent reduction in net carbon dioxide emissions compared with standard fossil diesel blends.",Microsoft,rel
600,600,servers for 48 consecutive hours.,Microsoft,rel
601,601,"Since announcing this target, we have spent the last",Microsoft,rel
602,602,"This successful pilot provided a proof of concept for supporting We are committed to fully electrifying our global campus operations vehicle fleet of over 1,800 vehicles by 2030.",Microsoft,rel
603,603,"We pledged to procure enough renewable energy to offset 50 percent of our energy consumption by 2018 and 60 percent in the next decade, and further specified that we’d aim to secure new renewable energy in the geography where our offices and datacenters are, bringing a stronger geographic connection between our contracted renewables and our electricity consumption.",Microsoft,rel
604,604,"In 2020, as part of our carbon negative announcements, we committed to bring our commitment up to 100 percent by 2025.",Microsoft,rel
605,605,"Like our earlier commitments, this on an annual basis,",Microsoft,rel
606,606,That is why we set a new 100/100/0 goal in 2021.,Microsoft,rel
607,607,"Our commitment is that by 2030, 100 percent of Microsoft’s energy supply, 100 percent of the time, will come from zero carbon resources on grids where we operate.",Microsoft,rel
608,608,"Across 2020 and the first part of 2021, Microsoft signed new purchase agreements for approximately 6 GW of renewable energy across 10 countries around the globe.",Microsoft,rel
609,609,"In addition to these PPAs, Microsoft partnered with Volt Energy, the only national African American owned solar development company, for a 250-MW portfolio of solar projects with the intent to create new opportunities for under-resourced communities and to help support a more diverse renewable energy industry.",Microsoft,rel
610,610,"Building on this work, we’re announcing a new around-the-clock pilot in the Netherlands with energy provider Eneco and FlexiDAO, a technology supplier, which will match one of our Amsterdam datacenter’s hourly energy consumption with the Dutch offshore windfarm Borssele.",Microsoft,rel
611,611,"modernization project, where embodied carbon emissions We are now using the EC3 tool around the world in both our campuses and our datacenters to track and reduce embodied carbon and have found opportunities to reduce concrete and steel embodied carbon by 30 to 60 percent in our datacenters.",Microsoft,rel
